"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_4350","iolR","transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",2.46e-05,-2.89929148492283,-2.22238800219673,"Attenuated"
"SL1344_4351","iolT1","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.616772337648633,-0.50828357931858,-0.389613577753562,"FDR>=0.05"
"SL1344_4352","iolT2","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.988369206293153,0.218043650147376,0.16713655545248,"FDR>=0.05"
"SL1344_4354","iolA","Methylmalonate-semialdehyde dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.691825240242671,-0.435068735051807,-0.333492352161955,"FDR>=0.05"
"SL1344_4355","SL1344_4355","AraC-like ligand binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.238075660809069,1.00759793926276,0.772351998031445,"FDR>=0.05"
"SL1344_4356","iolE","Catalyzes the dehydration of inosose (2-keto-myo- inositol, 2KMI or 2,4,6 3,5-pentahydroxycyclohexanone) to 3D- (3,5 4)-trihydroxycyclohexane-1,2-dione (D-2,3-diketo-4-deoxy-epi- inositol)","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.144437199813045,1.13234932156756,0.867977421254121,"FDR>=0.05"
"SL1344_4357","iolG1","Involved in the oxidation of myo-inositol (MI) to 2- keto-myo-inositol (2KMI or 2-inosose)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.432276651800083,-0.700978656791692,-0.537319743375613,"FDR>=0.05"
"SL1344_4358","srfJ","Belongs to the glycosyl hydrolase 30 family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.818308419415669,-0.285279130907453,-0.21867443170265,"FDR>=0.05"
"SL1344_4359","iolI1","Xylose isomerase-like TIM barrel","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.936595255894611,-0.155138024639121,-0.118917634337708,"FDR>=0.05"
"SL1344_4360","SL1344_4360","MFS-type transporter","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.979150459688125,-0.424444530956202,-0.325348602615645,"FDR>=0.05"
"SL1344_4361","iolC","5-dehydro-2-deoxygluconokinase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.763493032112209,0.723758363957871,0.55478102595549,"FDR>=0.05"
"SL1344_4362","iolD","Belongs to the TPP enzyme family","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.269359268494419,-0.97388146447703,-0.746507377223279,"FDR>=0.05"
"SL1344_4363","iolG2","2-dehydrogenase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.0535731882179524,1.39765283699672,1.07133998507239,"FDR>=0.05"
"SL1344_4364","SL1344_4364","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.495267617850407,0.653792454568218,0.501150199804015,"FDR>=0.05"
"SL1344_4365","iolI2","isomerase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.248294987129504,-1.11689132374557,-0.856128433638966,"FDR>=0.05"
"SL1344_4366","iolH","Sugar phosphate isomerases epimerases","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.701504719706005,0.473084980580958,0.362632867488512,"FDR>=0.05"
"SL1344_4368","pmbA","Putative modulator of DNA gyrase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.76878804698472,0.36619975468111,0.28070235277925,"FDR>=0.05"
"SL1344_4369","cybC","Cytochrome b562","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.856514510008469,0.228663078831699,0.175276644512498,"FDR>=0.05"
"SL1344_4372","SL1344_4372","Domain of unknown function (DUF4312)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.945453245640995,0.501950737745654,0.384759277589307,"FDR>=0.05"
"SL1344_4375","SL1344_4375","Amidohydrolase family","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.524459860644199,-0.612323382524459,-0.46936299639534,"FDR>=0.05"
"SL1344_4376","SL1344_4376","L-seryl-tRNA selenium transferase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.915279533499815,0.594105467226496,0.455398454853458,"FDR>=0.05"
"SL1344_4377","SL1344_4377","KDGP aldolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.860853161925822,-0.248398758758323,-0.190404595086703,"FDR>=0.05"
"SL1344_4378","SL1344_4378","Mga helix-turn-helix domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.910848066697923,-0.749012353497146,-0.574138915167923,"FDR>=0.05"
"SL1344_4380","relE","ParE toxin of type II toxin-antitoxin system, parDE","Chromosome","DJ","Cell cycle control, cell division, chromosome partitioning; Translation, ribosomal structure and biogenesis","Cellular processes and signaling;Information storage and processing","Phox-spleen",0.999304589921669,-0.0331681624347961,-0.0254243240575602,"FDR>=0.05"
"SL1344_4381","nrdG","Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.813433224512117,0.334884325563864,0.256698200621482,"FDR>=0.05"
"SL1344_4382","nrdD","Anaerobic ribonucleoside-triphosphate reductase","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.731715645327942,0.96251883667836,0.73779760525847,"FDR>=0.05"
"SL1344_4384","treC","Alpha-amylase domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.268442298687427,-0.99921040341326,-0.765922717244446,"FDR>=0.05"
"SL1344_4385","treB","phosphotransferase system, EIIB","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.952676166293517,0.0930508527963696,0.0713260808456897,"FDR>=0.05"
"SL1344_4386","treR","helix_turn _helix lactose operon repressor","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.988369206293153,-0.198839518195612,-0.152416051265804,"FDR>=0.05"
"SL1344_4387","mgtA","Cation transporter/ATPase, N-terminus","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.331522529704004,-0.971430192831729,-0.744628408957077,"FDR>=0.05"
"SL1344_4388","SL1344_4388","Transposase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.985490075817696,0.280209655631428,0.214788537135147,"FDR>=0.05"
"SL1344_4389","yjgF","Endoribonuclease L-PSP","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.236578669323539,-1.00710097864202,-0.77197106381809,"FDR>=0.05"
"SL1344_4390","pyrI","Involved in allosteric regulation of aspartate carbamoyltransferase","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.999304589921669,-0.0113367367333671,-0.00868992573920816,"FDR>=0.05"
"SL1344_4392","pyrL","PyrBI operon leader peptide","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.955106764811192,-0.484527334299088,-0.371403751600132,"FDR>=0.05"
"SL1344_4393","SL1344_4393","Regulates arginine biosynthesis genes","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.960906097861678,0.489010871192079,0.374840508011209,"FDR>=0.05"
"SL1344_4394","SL1344_4394","C4-dicarboxylate anaerobic carrier","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.0415799755824823,1.41488915198524,1.08455210252652,"Amplified"
"SL1344_4395","SL1344_4395","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.410883203889499,0.858647538993122,0.658177350810538,"FDR>=0.05"
"SL1344_4396","SL1344_4396","Amino acid kinase family","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.570012215840156,-0.57377855376625,-0.439817307241822,"FDR>=0.05"
"SL1344_4397","SL1344_4397","Amidinotransferase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.498093282091946,-0.654957315096083,-0.502043097974076,"FDR>=0.05"
"SL1344_4398","yjgK","Domain of unknown function (DUF386)","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.376596646480785,-0.763317302786387,-0.585104058837597,"FDR>=0.05"
"SL1344_4399","argI","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.999304589921669,-0.0330274396494909,-0.0253164561072957,"FDR>=0.05"
"SL1344_4401","miaE","tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)","Chromosome","FJ","Nucleotide transport and metabolism; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","Phox-spleen",0.721063947244202,0.442846475861754,0.339454207998152,"FDR>=0.05"
"SL1344_4403","yjgM","FR47-like protein","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.352903035839199,0.797163328736075,0.611047984235849,"FDR>=0.05"
"SL1344_4404","yjgN","Bacterial protein of unknown function (DUF898)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.51590248830766,-0.643929420820553,-0.493589908615613,"FDR>=0.05"
"SL1344_4407","pepA","Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.955810504140754,-0.460650837596951,-0.353101749169103,"FDR>=0.05"
"SL1344_4411","idnR","Bacterial regulatory proteins, lacI family","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.988369206293153,-0.159630503006639,-0.122361244639059,"FDR>=0.05"
"SL1344_4412","idnT","GntP family permease","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.518425016551872,0.626938733351641,0.480566071524259,"FDR>=0.05"
"SL1344_4414","idnD","Alcohol dehydrogenase GroES-like domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.578946730257073,0.578076770342228,0.443112010447406,"FDR>=0.05"
"SL1344_4415","idnK","Shikimate kinase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.202552649720207,-1.08408679318907,-0.830982843585125,"FDR>=0.05"
"SL1344_4416","yjgB","Alanine dehydrogenase/PNT, C-terminal domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.98048630995855,-0.377452951089389,-0.289328242523064,"FDR>=0.05"
"SL1344_4417","SL1344_4417","DNA integration","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.960906097861678,0.490719678712656,0.37615035676272,"FDR>=0.05"
"SL1344_4418","SL1344_4418","AAA domain","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.44645951910632,-0.788782209081285,-0.604623621641525,"FDR>=0.05"
"SL1344_4419","SL1344_4419","restriction endonuclease","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.64301261082016,-0.497680798790341,-0.38148624997075,"FDR>=0.05"
"SL1344_4420","SL1344_4420","ATP-dependent Lon-type protease","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.343679615417441,0.807711996243357,0.619133832874821,"FDR>=0.05"
"SL1344_4421","SL1344_4421","PglZ domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.0696386575283195,-1.50211983431461,-1.15141685994755,"FDR>=0.05"
"SL1344_4422","SL1344_4422","Protein of unknown function (DUF4435)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.861734407844875,0.646439025773956,0.495513590993773,"FDR>=0.05"
"SL1344_4423","SL1344_4423","AAA ATPase domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.87707234913697,-0.21602913236514,-0.165592371236187,"FDR>=0.05"
"SL1344_4424","SL1344_4424","COG1002 Type II restriction enzyme, methylase subunits","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.192747066357184,-1.18028077459453,-0.904718220407618,"FDR>=0.05"
"SL1344_4425","SL1344_4425","DNA recombination","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.318341986906118,0.900600790096916,0.690335691008851,"FDR>=0.05"
"SL1344_4426","SL1344_4426","Domain of unknown function (DUF1788)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.242732947572527,-0.952086548336875,-0.729800964504638,"FDR>=0.05"
"SL1344_4427","SL1344_4427","Putative inner membrane protein (DUF1819)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.669476072289953,-0.523238280951128,-0.401076774764776,"FDR>=0.05"
"SL1344_4427A","SL1344_4427A","conserved hypothetical protein (pseudogene)","Chromosome",NA,"no category","no theme","Phox-spleen",0.0933964970584386,-1.32226168357751,-1.01355055765472,"FDR>=0.05"
"SL1344_4429","yeeN","Transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.168334861489997,1.06653005216759,0.817525110615979,"FDR>=0.05"
"SL1344_4430","yjhP","Tellurite resistance protein TehB","Chromosome","HJ","Coenzyme transport and metabolism; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","Phox-spleen",0.5799881835251,-0.651546001237133,-0.499428230503426,"FDR>=0.05"
"SL1344_4431","SL1344_4431","Putative toxin of bacterial toxin-antitoxin pair","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.210528806007375,0.950693687004213,0.728733297341633,"FDR>=0.05"
"SL1344_4432","SL1344_4432","Protein of unknown function (DUF1062)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.156511350787223,-1.24219132419549,-0.952174388012043,"FDR>=0.05"
"SL1344_4433","SL1344_4433","nuclease of the RecB family","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.332090791730555,-0.899609340763699,-0.689575717368951,"FDR>=0.05"
"SL1344_4434","SL1344_4434","-","Chromosome","-","no category","no theme","Phox-spleen",0.0696386575283195,1.28781711381691,0.987147831687056,"FDR>=0.05"
"SL1344_4435","SL1344_4435","Domain of unknown function DUF302","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.263959875392865,-0.202332626155407,"FDR>=0.05"
"SL1344_4436","SL1344_4436","Dienelactone hydrolase family","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.790226740851631,0.309553489566185,0.237281406449662,"FDR>=0.05"
"SL1344_4438","trpS2","tRNA synthetases class I (W and Y)","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.829209431751741,0.314663973948027,0.241198735643599,"FDR>=0.05"
"SL1344_4442","yjiE","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.540134147698482,-0.623659491281867,-0.478052440773414,"FDR>=0.05"
"SL1344_4443","iadA","Catalyzes the hydrolytic cleavage of a subset of L- isoaspartyl (L-beta-aspartyl) dipeptides. Used to degrade proteins damaged by L-isoaspartyl residues formation","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.729379759589715,-0.395592665978473,-0.303232841264657,"FDR>=0.05"
"SL1344_4445A","SL1344_4445A","hypothetical membrane protein (pseudogene)","Chromosome",NA,"no category","no theme","Phox-spleen",0.49800770552617,-0.718244448751487,-0.550554455752555,"FDR>=0.05"
"SL1344_4446","yjiJ","Uncharacterised MFS-type transporter YbfB","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.726769861229417,0.389986211288252,0.298935336959484,"FDR>=0.05"
"SL1344_4447","yjiN","Protein of unknown function (DUF445)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.866705210386328,0.71050180633984,0.544619503820186,"FDR>=0.05"
"SL1344_4448","yjiO","Sugar (and other) transporter","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.465776570086533,0.716633609777406,0.549319702631634,"FDR>=0.05"
"SL1344_4449","SL1344_4449","Putative transposase, YhgA-like","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.904869146787653,-0.164553883580098,-0.126135153531491,"FDR>=0.05"
"SL1344_4450","SL1344_4450","Aldehyde dehydrogenase family","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.910780258965018,0.575554602295196,0.441178698106651,"FDR>=0.05"
"SL1344_4454","symE","Involved in the degradation and recycling of damaged RNA. It is itself a target for degradation by the ATP-dependent protease Lon","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.0979463757474778,-1.29088399725094,-0.989498683604971,"FDR>=0.05"
"SL1344_4455","hsdS","Type I restriction modification DNA specificity domain","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.347925087229543,-0.813617112380394,-0.623660269531079,"FDR>=0.05"
"SL1344_4456","hsdM","HsdM N-terminal domain","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.884286176366815,0.189473180943092,0.145236491831102,"FDR>=0.05"
"SL1344_4457","hsdR","EcoEI R protein C-terminal","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.689619738451798,-0.464389286897332,-0.355967375103988,"FDR>=0.05"
"SL1344_4458","mrr","Restriction endonuclease","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.845062419134578,-0.252970452379901,-0.193908926095554,"FDR>=0.05"
"SL1344_4460","SL1344_4460","BrnA antitoxin of type II toxin-antitoxin system","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",4.02e-07,-3.98796707548679,-3.05688828729593,"Attenuated"
"SL1344_4463","cstAb","5TM C-terminal transporter carbon starvation CstA","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.0923552224606756,1.26179630830234,0.967202156585467,"FDR>=0.05"
"SL1344_4464","tsr","Homologues of the ligand binding domain of Tar","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.946138069915842,-0.107862518815662,-0.082679637059337,"FDR>=0.05"
"SL1344_4465","SL1344_4465","Magnesium chelatase, subunit ChlI","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.3322673062157,0.857983548137485,0.657668383251116,"FDR>=0.05"
"SL1344_4466","SL1344_4466","PTS system fructose IIA component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.70607753783221,0.410063890267301,0.314325439371413,"FDR>=0.05"
"SL1344_4467","SL1344_4467","PTS system sorbose subfamily IIB component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.807612214460616,-0.307885245124032,-0.236002650432114,"FDR>=0.05"
"SL1344_4468","SL1344_4468","PTS system sorbose-specific iic component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.567684575378304,-0.587329305562387,-0.450204337441817,"FDR>=0.05"
"SL1344_4469","SL1344_4469","PTS system mannose/fructose/sorbose family IID component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.57713524518327,-0.634506926868944,-0.486367303500631,"FDR>=0.05"
"SL1344_4470","SL1344_4470","SIS domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.719683306851244,-0.42545016385194,-0.326119448352862,"FDR>=0.05"
"SL1344_4471","SL1344_4471","SIS domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.265410328661639,-1.04535848290263,-0.801296510709137,"FDR>=0.05"
"SL1344_4472","mdoB","Transfers a phosphoglycerol residue from phosphatidylglycerol to the membrane-bound nascent glucan backbones","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.957008325790773,-0.447653176657529,-0.343138678578027,"FDR>=0.05"
"SL1344_4473","yjjA","Protein of unknown function (DUF2501)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.956359501233879,-0.509322120883904,-0.390409648906311,"FDR>=0.05"
"SL1344_4478","yjjQ","Bacterial regulatory proteins, luxR family","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.286486999739379,-1.01666251143238,-0.779300246091211,"FDR>=0.05"
"SL1344_4479","bglJ","helix_turn_helix, Lux Regulon","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.936595255894611,0.124443182368767,0.0953891793528612,"FDR>=0.05"
"SL1344_4481","fhuF","Ferric iron reductase FhuF-like transporter","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.999304589921669,-0.0350620644282643,-0.0268760528987299,"FDR>=0.05"
"SL1344_4482","SL1344_4482","diguanylate cyclase","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.942070944833715,0.101170874636613,0.0775503046635349,"FDR>=0.05"
"SL1344_4483","SL1344_4483","Protein of unknown function (DUF1435)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.961785572332725,-0.474309569100468,-0.363571548834469,"FDR>=0.05"
"SL1344_4484","rsmC","Specifically methylates the guanine in position 1207 of 16S rRNA in the 30S particle","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.60627803504972,-0.548220063318881,-0.420226009567934,"FDR>=0.05"
"SL1344_4486","rimI","This enzyme acetylates the N-terminal alanine of ribosomal protein S18","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.915335708716661,-0.614413205186585,-0.470964903907979,"FDR>=0.05"
"SL1344_4487","yjjG","HAD-hyrolase-like","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.993614942857309,-0.132544279816053,-0.101598897094282,"FDR>=0.05"
"SL1344_4488","prfC","Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.252202464933923,-1.28503500176314,-0.985015264995774,"FDR>=0.05"
"SL1344_4489","osmY","BON domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.820014668088668,-0.310856838488223,-0.2382804598467,"FDR>=0.05"
"SL1344_4490","yjjU","Patatin-like phospholipase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.979150459688125,0.359320191665964,0.275428975340409,"FDR>=0.05"
"SL1344_4491","yjjV","TatD related DNase","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.988369206293153,0.236984479338938,0.181655230710172,"FDR>=0.05"
"SL1344_4492","yjjW","Radical SAM superfamily","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.886489670799216,0.229642790678784,0.176027621041038,"FDR>=0.05"
"SL1344_4493","yjjI","Protein of unknown function (DUF3029)","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.698780883844018,0.506548919716673,0.388283912658755,"FDR>=0.05"
"SL1344_4494","deoC","Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",1.13e-18,-6.20449004741537,-4.75591513058644,"Attenuated"
"SL1344_4495","deoA","The enzymes which catalyze the reversible phosphorolysis of pyrimidine nucleosides are involved in the degradation of these compounds and in their utilization as carbon and energy sources, or in the rescue of pyrimidine bases for nucleotide synthesis","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.607366399239949,-0.948127327955455,-0.726766111362249,"FDR>=0.05"
"SL1344_4496","deoB","Phosphotransfer between the C1 and C5 carbon atoms of pentose","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.885203850809693,-0.722153966742968,-0.553551210623124,"FDR>=0.05"
"SL1344_4498","stjA","-","Chromosome","-","no category","no theme","Phox-spleen",0.233110254050838,-1.02539095454337,-0.785990841827651,"FDR>=0.05"
"SL1344_4499","stjB","Usher protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.98048630995855,0.347117155376727,0.266075006765464,"FDR>=0.05"
"SL1344_4500","stjC","chaperone","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.600299699465102,-0.59628825680367,-0.457071624106311,"FDR>=0.05"
"SL1344_4501","SL1344_4501","Protein of unknown function (DUF1120)","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.822272801119875,0.28964521428179,0.222021156707079,"FDR>=0.05"
"SL1344_4502","SL1344_4502","Protein of unknown function (DUF1120)","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.168334861489997,1.03272199957036,0.791610292854314,"FDR>=0.05"
"SL1344_4503","lplA","Catalyzes both the ATP-dependent activation of exogenously supplied lipoate to lipoyl-AMP and the transfer of the activated lipoyl onto the lipoyl domains of lipoate-dependent enzymes","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.469753499561486,0.721455587506755,0.553015883408315,"FDR>=0.05"
"SL1344_4504","smp","Bacterial virulence factor haemolysin","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.700534985949169,-0.477991469625584,-0.366393828551721,"FDR>=0.05"
"SL1344_4505","serB","haloacid dehalogenase-like hydrolase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.37749215827085,-1.22678885898179,-0.940367967694118,"FDR>=0.05"
"SL1344_4506","radA","DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.920786960356449,-0.581163257859722,-0.445477889443526,"FDR>=0.05"
"SL1344_4507","nadR","AAA domain","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.0872664253084235,-1.34202214948133,-1.02869750737358,"FDR>=0.05"
"SL1344_4508","yjjK","ABC transporter","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.911679454062682,0.613506888390479,0.470270186738515,"FDR>=0.05"
"SL1344_4509","slt","Soluble lytic murein transglycosylase L domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.292198622986172,-0.973086866134521,-0.745898295372717,"FDR>=0.05"
"SL1344_4514","creA","CreA protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.961785572332725,0.449501017640474,0.344555100366529,"FDR>=0.05"
