"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_2949","STM14_2949","SL1344_2366","pgtC","pgtC","phosphoglycerate transport regulatory protein precursor","protein_coding","-","HeLa","FDR>=0.1",-0.137233199991391,8.357670276212,0.262938056845718,0.627598115530461,0.771422982179947,-0.0847217332952787
"STM14_1377","STM14_1377","SL1344_1140","ptsG","ptsG","glucose-specific PTS system IIBC components","protein_coding","-","HeLa","FDR>=0.1",0.194258878332601,7.63504788102895,0.262353056574239,0.627972697530742,0.771422982179947,0.119926875430778
"STM14_1045","STM14_1045","SL1344_0869","orfB","SL1344_0869","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.276493308655275,4.3187916140973,0.262234513114972,0.62804866809133,0.771422982179947,0.170694790730602
"STM14_0088","STM14_0088","SL1344_0075","caiT","caiT","L-carnitine/gamma-butyrobetaine antiporter","protein_coding","-","HeLa","FDR>=0.1",0.139399738731482,9.27940260151318,0.261842361134641,0.628300143818913,0.771422982179947,0.0860592588891102
"STM14_1963","STM14_1963","SL1344_1553","-","SL1344_1553","putative carboxylesterase","protein_coding","-","HeLa","FDR>=0.1",-0.252627631824354,7.84572968884158,0.261818167056973,0.628315666764671,0.771422982179947,-0.155961173009035
"STM14_5181","STM14_5181","SL1344_4245","-","SL1344_4245","putative anaerobic dehydrogenase component","protein_coding","-","HeLa","FDR>=0.1",0.234674335775246,8.78849184665984,0.261764468338285,0.62835012323701,0.771422982179947,0.144877598773798
"STM14_0362","STM14_0362","SL1344_0303","-","sciZ","VirG-like protein","protein_coding","SPI-6","HeLa","FDR>=0.1",-0.366262255695009,6.0074456731906,0.261180911383676,0.628724865378905,0.771548145598667,-0.226114184796874
"STM14_4508","STM14_4508","SL1344_3709","spoU","spoU","tRNA guanosine-2'-O-methyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.200843060191303,7.42311822057567,0.261126027729404,0.628760137818678,0.771548145598667,0.12399165931278
"STM14_5404","STM14_5404","SL1344_4433","-","SL1344_4433","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.191652395328597,6.26059409661785,0.260424987391206,0.629211102448517,0.771912420319526,-0.11831774762557
"STM14_5199","STM14_5199","SL1344_4260","dipZ","dipZ","thiol:disulfide interchange protein precursor","protein_coding","-","HeLa","FDR>=0.1",0.12368288567885,8.97995953425878,0.260073976010219,0.629437195705222,0.772000713341689,0.0763563660566928
"STM14_0206","STM14_0206","SL1344_0175","stiH","stiH","putative fimbrial protein precurosr","protein_coding","-","HeLa","FDR>=0.1",-0.170217602520192,8.10416547455574,0.258606613916188,0.630384493205313,0.772822271768612,-0.105084850632224
"STM14_0051","STM14_0051","SL1344_0043","-","SL1344_0043","putative sodium galactoside symporter","protein_coding","-","HeLa","FDR>=0.1",0.126352714199949,8.14175167595488,0.258558501300065,0.630415612387013,0.772822271768612,0.0780046005941288
"STM14_0910","STM14_0910","SL1344_0761","ybhA","ybhA","phosphotransferase","protein_coding","-","HeLa","FDR>=0.1",0.177756688594123,7.47747705110415,0.258092468010378,0.630717235786657,0.773002846600285,0.109739150318348
"STM14_1841","STM14_1841","SL1344_1453","yneJ","yneJ","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",0.21116302777466,8.21675564796169,0.257819424124335,0.630894117005294,0.773030487299294,0.130362752760051
"STM14_5264","STM14_5264","SL1344_4315","yjfR","yjfR","putative L-ascorbate 6-phosphate lactonase","protein_coding","-","HeLa","FDR>=0.1",-0.294832333148171,7.93492090612614,0.257341736143285,0.631203860089098,0.773031817893959,-0.182016496717785
"STM14_2090","STM14_2090","SL1344_1658","trpA","trpA","tryptophan synthase subunit alpha","protein_coding","-","HeLa","FDR>=0.1",-0.326317703981691,6.0302872186896,0.256970320214463,0.631444950440986,0.773096654826829,-0.201454177910293
"STM14_2844","STM14_2844","SL1344_2275","menC","menC","O-succinylbenzoate synthase","protein_coding","-","HeLa","FDR>=0.1",0.169071307432546,6.70130646843796,0.253397047677614,0.633775954346862,0.774877180426196,0.104377178533203
"STM14_2163","STM14_2163","SL1344_1716","-","hyaC","hydrogenase 1 b-type cytochrome subunit","protein_coding","-","HeLa","FDR>=0.1",0.418778511205259,7.23786784668708,0.253370222576654,0.633793533281319,0.774877180426196,0.258535407892198
"STnc540","STnc540","ncRNA0181","STnc540","STnc540","Intergenic",NA,"-","HeLa","FDR>=0.1",0.315765496112837,5.24466283661642,0.252048966963727,0.634660858249926,0.775748228153705,0.194939709539684
"STM14_0899","STM14_0899","SL1344_0751","galK","galK","galactokinase","protein_coding","-","HeLa","FDR>=0.1",-0.112756373156971,8.14256860438323,0.251471635538946,0.635040758360094,0.77602321508312,-0.0696108184793993
"STM14_1573","STM14_1573","SL1344_1230","sppA","sppA","protease 4","protein_coding","-","HeLa","FDR>=0.1",-0.188035046221705,7.30638206371276,0.25073142770999,0.63552865537019,0.776257412332605,-0.116084555611616
"STM14_2918","STM14_2918","SL1344_2339","pdxB","pdxB","erythronate-4-phosphate dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",-0.19683110416237,8.36317552366157,0.250710666147135,0.635542353359157,0.776257412332605,-0.121514854365457
"STM14_1607","STM14_1607","SL1344_1258","yniB","yniB","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",-0.691970691728959,5.4830074562618,0.255337257267511,0.63646658883848,0.776949714785383,-0.427192227511186
"STM14_2185","STM14_2185","SL1344_1736","-","SL1344_1736","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.740738715568487,5.65979685153345,0.255266740723236,0.636511960052061,0.776949714785383,-0.457299457462317
"STM14_1926","STM14_1926","SL1344_1522","ydcZ","ydcZ","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.163055959308702,6.65439558753544,0.247991290896445,0.63734285365543,0.777508610316622,-0.100663567545057
"STM14_1745","STM14_1745","SL1344_1379","mliC","mliC","lysozyme inhibitor","protein_coding","-","HeLa","FDR>=0.1",0.299982024295265,7.33345526032335,0.24759719992559,0.637604828624253,0.777638808516893,0.185195689215989
"STM14_0440","STM14_0440","SL1344_0370","ampH","ampH","beta-lactamase/D-alanine carboxypeptidase","protein_coding","-","HeLa","FDR>=0.1",-0.146229147861279,8.66910133316585,0.246273539689348,0.638486698718802,0.778400969451458,-0.0902754352873528
"STM14_4431","STM14_4431","SL1344_3639","lyxK","lyxK","L-xylulose kinase","protein_coding","-","HeLa","FDR>=0.1",0.137858426935994,7.79606078538591,0.246034990683228,0.638645950601971,0.778400969451458,0.085107720873015
"STM14_3931","STM14_3931","SL1344_3222","garL","garL","alpha-dehydro-beta-deoxy-D-glucarate aldolase","protein_coding","-","HeLa","FDR>=0.1",-0.337557263746941,6.43954822591853,0.245960133983315,0.638695944189557,0.778400969451458,-0.208392987067608
"STM14_5098","STM14_5098","SL1344_4177","zur","zur","zinc uptake transcriptional repressor","protein_coding","-","HeLa","FDR>=0.1",-0.261325094275571,6.74912482667942,0.245337504498405,0.639112148836694,0.778718743255412,-0.161330603250288
"STM14_3640","STM14_3640","SL1344_2993","ygeA","ygeA","putative racemase","protein_coding","-","HeLa","FDR>=0.1",0.158611902085447,8.58112287082732,0.244423579733862,0.639724296612631,0.779275049059501,0.0979200023520773
"STM14_4654","STM14_4654","SL1344_3826","aroE_3","SL1344_3826","shikimate 5-dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",-0.162339795137993,8.1890146896858,0.243518758863205,0.640331786694486,0.779825411999193,-0.100221439329215
"STM14_0222","STM14_0222","SL1344_0189","ligT","ligT","2'-5' RNA ligase","protein_coding","-","HeLa","FDR>=0.1",-0.7723487975308,6.50182150884529,0.248769036769463,0.640727820715754,0.78005977304636,-0.476814129812892
"STM14_1052","STM14_1052","SL1344_0876","hcp","hcp","hydroxylamine reductase","protein_coding","-","HeLa","FDR>=0.1",-0.215710496850312,7.36045968918686,0.241862896700825,0.641447256254409,0.780614505971413,-0.133170159875968
"STM14_1801","STM14_1801","SL1344_1420","-","clcB","putative voltage-gated ClC-type chloride channel ClcB","protein_coding","-","HeLa","FDR>=0.1",0.246381026466178,8.09465569344761,0.239806532295592,0.642839310930463,0.782072595197126,0.15210479399004
"STM14_2769","STM14_2769","SL1344_2217","sspH2","sspH2","leucine-rich repeat-containing protein","protein_coding","SPI-2","HeLa","FDR>=0.1",-0.194178679812093,8.32381913531699,0.239632211629753,0.642957665606262,0.782072595197126,-0.119877364396527
"STM14_0313","STM14_0313","SL1344_0260","-","sciA","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.152432369546678,7.31410365197418,0.238897009785074,0.643457432124757,0.782404616722379,0.0941050311375904
"STM14_5239","STM14_5239","SL1344_4292","amiB","amiB","N-acetylmuramoyl-l-alanine amidase II","protein_coding","-","HeLa","FDR>=0.1",0.130039931718113,8.1307732389754,0.238403465761387,0.64379347554108,0.782404616722379,0.0802809262878762
"STM14_5148","STM14_5148","SL1344_4218","nrfG","nrfG","formate-dependent nitrite reductase complex subunit NrfG","protein_coding","-","HeLa","FDR>=0.1",-0.157067427496187,6.69639932587388,0.238083416769241,0.644011626022433,0.782404616722379,-0.0969665117664113
"STM14_2490","STM14_2490","SL1344_1981","-","SL1344_1981","putative DNA-binding protein","pseudogene","-","HeLa","FDR>=0.1",0.35616379550787,7.1562781359276,0.237036367048802,0.644726614321675,0.783083319868397,0.219879840259827
"STM14_1043","STM14_1043","SL1344_0867","artP","artP","arginine transporter ATP-binding subunit","protein_coding","-","HeLa","FDR>=0.1",-0.348262378404632,6.01713725819687,0.236800663590552,0.644887842787378,0.783089261702297,-0.215001853354929
"STM14_3544","STM14_3544","SL1344_2919","-","SL1344_2919","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.257888224505808,7.47900515438883,0.236029961905642,0.645415737632885,0.783540336840311,0.15920883122994
"STM14_3481","STM14_3481","SL1344_2861","sipA","sipA","secreted effector protein","protein_coding","SPI-1","HeLa","FDR>=0.1",0.23577797707665,9.10102933356779,0.235325733822995,0.645899056602267,0.783937090991217,0.145558938303861
"STM14_3570","STM14_3570","SL1344_2943","gudT","gudT","putative D-glucarate permease","protein_coding","-","HeLa","FDR>=0.1",-0.118003654213653,8.46057101076344,0.234667486315676,0.646351647178301,0.784296366452547,-0.0728502586894758
"STM14_2660","STM14_2660","SL1344_2134","-","SL1344_2134","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.245676680761519,7.71865485360745,0.234023118889883,0.646795472848377,0.784494125056168,0.151669961974599
"STM14_3328","STM14_3328","SL1344_2745","-","SL1344_2745","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.552167254343316,6.05311833129595,0.233976145655779,0.646827857153519,0.784494125056168,-0.340883742853737
"STM14_1671","STM14_1671","SL1344_1311","lpp","lpp","murein lipoprotein","protein_coding","-","HeLa","FDR>=0.1",0.646761030906738,6.34020101112337,0.232385521166576,0.647926900322344,0.785636853961419,0.399281774160317
"STM14_2141","STM14_2141","SL1344_1699","chaA","chaA","calcium/sodium:proton antiporter","protein_coding","-","HeLa","FDR>=0.1",0.144243161132643,7.05630666741189,0.232105680536348,0.648120747490712,0.785681709627536,0.0890493745530551
"STM14_1495","STM14_1495","SL1344_1182","-","cspH","cold shock-like protein","protein_coding","-","HeLa","FDR>=0.1",0.770092386446507,5.3320723660417,0.236274874005454,0.649037549111456,0.786412453676652,0.47542112099214
"STM14_4925","STM14_4925","SL1344_4046","-","SL1344_4046","putative outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",0.231889161051115,8.62603405557966,0.230260068506901,0.649402921763204,0.786564119718285,0.143158154570985
"STM14_0214","STM14_0214","SL1344_0182","panC","panC","pantoate--beta-alanine ligase","protein_coding","-","HeLa","FDR>=0.1",-0.167185862800311,6.5926148044444,0.229308060030766,0.650066830239601,0.786974352465478,-0.103213188060889
"STM14_1497","STM14_1497","SL1344_1183","pagD","pagD","virulence protein PAGD precursor","protein_coding","-","HeLa","FDR>=0.1",0.432341307317802,5.05983091326566,0.229156969887965,0.650172356517255,0.786974352465478,0.266908480844349
"STM14_1233","STM14_1233","SL1344_1027","pipB","pipB","secreted effector protein","protein_coding","-","HeLa","FDR>=0.1",0.284618780833787,4.8957175830051,0.243123810726851,0.650286852636178,0.786974352465478,0.175711099370562
"STM14_0583","STM14_0583","SL1344_0488","ybaK","ybaK","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.149785797473413,7.36092737052058,0.228165202963103,0.6508661285716,0.787485129955349,0.0924711541067265
"STM14_1048","STM14_1048","SL1344_0872","ybjT","ybjT","putative nucleoside-diphosphate-sugar epimerase","protein_coding","-","HeLa","FDR>=0.1",0.22362651601823,7.67964348041949,0.227317469609693,0.651460650129982,0.787875473136919,0.138057161452458
"STnc1170","STnc1170","ncRNA0226","STnc1170","STnc1170","Overlap",NA,"-","HeLa","FDR>=0.1",0.333387515553099,4.67952182453485,0.22628106845211,0.65218938240847,0.788134286244638,0.205818768187561
"STM14_1505","STM14_1505","SL1344_1185","pliC","pliC","lysozyme inhibitor","protein_coding","-","HeLa","FDR>=0.1",-0.261944917801513,5.64786493321231,0.22570146798113,0.652597835553814,0.788247542389452,-0.161713254995334
"STM14_0853","STM14_0853","SL1344_0716","sdhA","sdhA","succinate dehydrogenase flavoprotein subunit","protein_coding","-","HeLa","FDR>=0.1",-0.378270718887399,6.93016247528037,0.224889804481062,0.653170935157639,0.788559463534493,-0.233527681064072
"STM14_4758","STM14_4758","SL1344_3910","yigI","yigI","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.144825950773071,8.31682159903358,0.224616787622644,0.653363998616451,0.788602474474651,0.0894091632083272
"STM14_2295","STM14_2295","SL1344_1821","yebK","hexR","DNA-binding transcriptional regulator HexR","protein_coding","-","HeLa","FDR>=0.1",-0.227107303445675,7.18665199294968,0.223467054251286,0.654178649420083,0.789380179581632,-0.140206046300323
"STnc1460","STnc1460","ncRNA0244","STnc1460","STnc1460","Intergenic",NA,"-","HeLa","FDR>=0.1",0.138558242089527,7.97147484859634,0.222587574244469,0.654803585089573,0.789497373384918,0.085539755925738
"STM14_4287","STM14_4287","SL1344_3527","livG","livG","leucine/isoleucine/valine transporter ATP-binding subunit","protein_coding","-","HeLa","FDR>=0.1",0.3150569328296,7.50871585854966,0.222359529394973,0.654965880196858,0.789497373384918,0.19450227377699
"STM14_5076","STM14_5076","SL1344_4158","yjbE","yjbE","putative outer membrane protein","protein_coding","-","HeLa","FDR>=0.1",-7.53984671552154,2.71435579466688,0.251073087236632,0.655051124733024,0.789497373384918,-4.65476927273992
"STM14_4928","STM14_4928","SL1344_4049","metB","metB","cystathionine gamma-synthase","protein_coding","-","HeLa","FDR>=0.1",0.130805703679287,8.50693576466267,0.220788666802932,0.656086672492426,0.790512815433398,0.0807536801685964
"STM14_3577","STM14_3577","SL1344_2948","queF","queF","7-cyano-7-deazaguanine reductase","protein_coding","-","HeLa","FDR>=0.1",-0.281793272090051,7.04569281598163,0.22061724608146,0.656209280609317,0.790512815433398,-0.173966754720541
"STM14_4962","STM14_4962","SL1344_4076","yijC","yijC","DNA-binding transcriptional repressor FabR","protein_coding","-","HeLa","FDR>=0.1",-0.379338633069084,7.05558869454341,0.220235189484608,0.65648275974359,0.790652114343747,-0.234186964244007
"STM14_3761","STM14_3761","SL1344_3089","speC","speC","ornithine decarboxylase","protein_coding","-","HeLa","FDR>=0.1",-0.193289934903103,9.25461766626793,0.219998510590123,0.656652325092777,0.790666225093682,-0.119328692434118
"STM14_4924","STM14_4924","SL1344_4045","rpmE","rpmE","50S ribosomal protein L31","protein_coding","-","HeLa","FDR>=0.1",-0.543595597838631,4.28826665427579,0.218840595220573,0.657483544019387,0.791286658335683,-0.335591979662802
"STM14_1124","STM14_1124","SL1344_0931","mukB","mukB","cell division protein MukB","protein_coding","-","HeLa","FDR>=0.1",0.277153797403357,4.7691857236818,0.218441049363055,0.657770998152813,0.791442452497584,0.171102547392715
"STnc520","STnc520","ncRNA0179","STnc520","STnc520","Intergenic",NA,"-","HeLa","FDR>=0.1",0.220146285379646,3.94522227732018,0.222752014965061,0.658352937094762,0.791952416404338,0.135908620341512
"STM14_1136","STM14_1136","SL1344_0939","-","dpaL","diaminopropionate ammonia-lyase","protein_coding","-","HeLa","FDR>=0.1",-0.222132810287809,7.21792289328534,0.216807186955041,0.65894990820892,0.792133393653521,-0.137135013324145
"STM14_3791","STM14_3791","SL1344_3108","-","exuT","putative permease","protein_coding","-","HeLa","FDR>=0.1",0.113923147797241,7.95668959483417,0.216768609886886,0.658977810212462,0.792133393653521,0.0703311337521967
"STM14_2980","STM14_2980","SL1344_2388","yfeH","yfeH","putative Na+-dependent transporter","protein_coding","-","HeLa","FDR>=0.1",0.116568631264985,7.60507949185831,0.215720173935132,0.659737309524827,0.792668486186077,0.0719643387259591
"STM14_1128","STM14_1128","SL1344_0935","aspC","aspC","aromatic amino acid aminotransferase","protein_coding","-","HeLa","FDR>=0.1",-0.225042862750817,6.44334333072649,0.215502819870311,0.659895050753559,0.792668486186077,-0.138931551542752
"STM14_4900","STM14_4900","SL1344_4024","ydeY","ydeY","putative sugar transport protein","protein_coding","-","HeLa","FDR>=0.1",-0.107976638118854,8.63838354632084,0.214333251990727,0.66074554949343,0.79349663328041,-0.0666600205883143
"STM14_3848","STM14_3848","SL1344_3150","ygiW","ygiW","putative outer membrane protein","protein_coding","-","HeLa","FDR>=0.1",0.235753667925985,5.97839853350089,0.213185995475079,0.661582630949361,0.794116041694789,0.145543930904927
"STM14_3380","STM14_3380","SL1344_2784","-","SL1344_2784","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.703649038424665,6.64412688950895,0.210513414389659,0.663543550151282,0.795521695238816,-0.434401924393176
"STM14_1673","STM14_1673","SL1344_1313","orf48","orf48","putative amino acid permease","protein_coding","-","HeLa","FDR>=0.1",0.165186233295061,8.37229496663223,0.210180886761714,0.663788608773016,0.795625063733917,0.1019787048772
"STM14_0470","STM14_0470","SL1344_0392","phoB","phoB","transcriptional regulator PhoB","protein_coding","-","HeLa","FDR>=0.1",0.165983259334096,7.07332457564392,0.209683917486812,0.664155301810733,0.795874140375589,0.102470753649019
"STM14_1040","STM14_1040","SL1344_0864","artM","artM","arginine transporter permease subunit ArtM","protein_coding","-","HeLa","FDR>=0.1",0.146420660729458,7.94645213433561,0.207579244463098,0.665714243032002,0.797360746854925,0.0903936668970616
"STM14_4803","STM14_4803","SL1344_3942","mobA","mobA","molybdopterin-guanine dinucleotide biosynthesis protein A","protein_coding","-","HeLa","FDR>=0.1",-0.293852427965513,6.79973972823894,0.20735362859555,0.665881936662552,0.797370934913393,-0.181411546417529
"STM14_2514","STM14_2514","SL1344_2002","cbiJ","cbiJ","cobalt-precorrin-6x reductase","protein_coding","-","HeLa","FDR>=0.1",0.169888918685711,6.95815245334432,0.207060571707411,0.666099925594407,0.797441330617205,0.104881935709559
"STM14_3347","STM14_3347","SL1344_2761","iroE","iroE","putative hydrolase","protein_coding","-","HeLa","FDR>=0.1",-0.129156873735305,8.93019707087646,0.206200072226537,0.666741107007076,0.797859427909558,-0.0797357651832133
"STM14_1224","STM14_1224","SL1344_1019","yccV","yccV","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.260861053601155,6.13152936036662,0.206035115669865,0.666864209146173,0.797859427909558,-0.161044124976383
"STM14_1050","STM14_1050","SL1344_0874","poxB","poxB","pyruvate dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",-0.175338967809964,6.06112453043067,0.20588116706889,0.666979151251682,0.797859427909558,-0.108246555993718
"STM14_0761","STM14_0761","SL1344_0641","ybeL","ybeL","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.348971711898557,5.21476773503125,0.205737718519753,0.667086301474392,0.797859427909558,0.215439764611778
"STM14_2096","STM14_2096","SL1344_1664","-","SL1344_1664","putative ferredoxin","protein_coding","-","HeLa","FDR>=0.1",-0.176331716615137,6.20063791400624,0.20356480555812,0.668715043241272,0.799542492633405,-0.108859435380822
"STM14_5045","STM14_5045","SL1344_4131","-","SL1344_4131","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.135650501334095,7.77358404187534,0.203222807857113,0.668972367064604,0.799542492633405,-0.0837446448535705
"STM14_0276","STM14_0276","SL1344_0235","ldcC","ldcC","lysine decarboxylase 2","protein_coding","-","HeLa","FDR>=0.1",-0.106914932645566,9.09249706088183,0.202506019263023,0.669512554700091,0.799997229602279,-0.0660045703914837
"STM14_2194","STM14_2194","SL1344_1743","minD","minD","cell division inhibitor MinD","protein_coding","-","HeLa","FDR>=0.1",-0.259074162110973,6.67237044608147,0.213879344126508,0.670094630167604,0.800501789293949,-0.159940976873239
"STM14_1714","STM14_1714","SL1344_1352","ssaQ","ssaQ","type III secretion system protein","protein_coding","SPI-2","HeLa","FDR>=0.1",-0.417627338320385,6.12782826931034,0.200943645579652,0.670694082070478,0.800911974568554,-0.257824724456009
"STM14_3154","STM14_3154","SL1344_2536","-","SL1344_2536","putative permease","protein_coding","-","HeLa","FDR>=0.1",-0.150633470228827,7.38052193691753,0.200620842960554,0.670938900865283,0.800911974568554,-0.092994469930524
"STM14_4718","STM14_4718","SL1344_3879","wecB","rffE","UDP-N-acetyl glucosamine-2-epimerase","protein_coding","-","HeLa","FDR>=0.1",0.203763526859749,8.12607973612212,0.200550111844604,0.67099257680684,0.800911974568554,0.125794626803135
"STM14_2886","STM14_2886","SL1344_2310","-","SL1344_2310","putative transketolase","protein_coding","-","HeLa","FDR>=0.1",-0.226165201080298,6.33220554363585,0.200187338679723,0.671268058449017,0.800911974568554,-0.139624433794447
"STM14_2338","STM14_2338","SL1344_1858","motA","motA","flagellar motor protein MotA","protein_coding","-","HeLa","FDR>=0.1",0.137001923813197,7.5156090124893,0.200017203218088,0.671397360992884,0.800911974568554,0.0845789535693252
"STnc3790","STnc3790","ncRNA0341","STnc3790","STnc3790","Overlap",NA,"-","HeLa","FDR>=0.1",-0.337307347874446,4.89459905738534,0.211687989887652,0.671646316566052,0.80101087790878,-0.208238700015371
"STM14_5503","STM14_5503","SL1344_4509","slt","slt","lytic murein transglycosylase","protein_coding","-","HeLa","FDR>=0.1",0.129387029707548,8.56580639884362,0.199487851254712,0.671800099439965,0.80101087790878,0.0798778533433517
"STM14_2605","STM14_2605","SL1344_2087","wcaF","wcaF","putative colanic acid biosynthesis acetyltransferase WcaF","protein_coding","-","HeLa","FDR>=0.1",-0.507067583013892,7.00579634145464,0.19919093773926,0.672026282490899,0.80108987363087,-0.313041192171279
"STM14_3914","STM14_3914","SL1344_3204","yqjF","yqjF","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.301358158843045,6.15465781024545,0.210073754002211,0.672795874164875,0.801625721620328,-0.186045254074512
"STM14_2326","STM14_2326","SL1344_1847","flhE","flhE","flagellar protein","protein_coding","-","HeLa","FDR>=0.1",-0.276176612909998,4.4018700224491,0.196336873310369,0.674211070758098,0.802739066657312,-0.170499276726201
"STM14_2348","STM14_2348","SL1344_1864","araH","araH","putative intracellular protease/amidase","protein_coding","-","HeLa","FDR>=0.1",0.133119556761191,6.94173685300491,0.195069566268486,0.675187427392416,0.803352440823345,0.0821821511486641
"STM14_1396","STM14_1396","SL1344_1158","cobB","cobB","NAD-dependent deacetylase","protein_coding","-","HeLa","FDR>=0.1",-0.144543067309314,6.2237238322423,0.195043717710055,0.675207381885862,0.803352440823345,-0.0892345234172885
"STM14_4058","STM14_4058","SL1344_3336","yhcP","yhcP","p-hydroxybenzoic acid efflux subunit AaeB","protein_coding","-","HeLa","FDR>=0.1",0.119611422578328,9.83691209794685,0.194312492247018,0.675772541718435,0.803657394806188,0.073842824064335
"STM14_1042","STM14_1042","SL1344_0866","artI","artI","arginine transport system","protein_coding","-","HeLa","FDR>=0.1",0.327353463036752,7.41790918408315,0.194296938587751,0.67578457714587,0.803657394806188,0.20209360993131
"STM14_2511","STM14_2511","SL1344_1999","cbiM","cbiM","cobalt transport protein CbiM","protein_coding","-","HeLa","FDR>=0.1",-0.16104768307603,6.00790011925789,0.193581766399694,0.676338614168954,0.803743800325573,-0.0994237462526993
"STM14_5312","STM14_5312","SL1344_4354","-","iolA","putative NAD-dependent aldehyde dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",-0.197987878099647,7.72018278262958,0.193167115206116,0.676660412686048,0.803935485565563,-0.122228995644703
"STM14_2734","STM14_2734","SL1344_2189","yeiR","yeiR","putative cobalamin biosynthetic protein","protein_coding","-","HeLa","FDR>=0.1",0.198826860741371,7.97753923243135,0.192665361646746,0.677050372669556,0.804208042850795,0.122746946575061
"STM14_2131","STM14_2131","SL1344_1691","narH","narH","nitrate reductase 1 beta subunit","protein_coding","-","HeLa","FDR>=0.1",-0.130431027915038,7.52378180455293,0.190870950348689,0.678450065995966,0.805106936880786,-0.0805223718541878
"STM14_5250","STM14_5250","SL1344_4301","vacB","rnr","exoribonuclease R","protein_coding","-","HeLa","FDR>=0.1",0.139305649181496,9.13073448641087,0.190215896609658,0.678963022803213,0.805506294232178,0.0860011721450841
"STM14_0178","STM14_0178","SL1344_0149","-","SL1344_0149","Na+/galactoside symporter","protein_coding","-","HeLa","FDR>=0.1",-0.200954443540064,8.58935774519326,0.190030724643343,0.679108221310139,0.805506294232178,-0.124060422486472
"STM14_1984","STM14_1984","SL1344_1570","ydcF","ydcF","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.204502172243439,5.03221449010858,0.189631718891636,0.679421385605313,0.805553936868416,-0.126250633929695
"STM14_2719","STM14_2719","SL1344_2179","yeiH","yeiH","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.374858772853863,7.38243506118103,0.189560482161525,0.679477338721697,0.805553936868416,-0.231421295860716
"STM14_3825","STM14_3825","SL1344_3133","exbB","exbB","biopolymer transport protein ExbB","protein_coding","-","HeLa","FDR>=0.1",0.250147263592453,6.45572754438009,0.20063445985561,0.679630851907751,0.805553936868416,0.15442990290945
"STM14_4294","STM14_4294","SL1344_3532","livJ","livJ","high-affinity branched-chain amino acid transporter","protein_coding","-","HeLa","FDR>=0.1",0.109485363109449,9.03765589870162,0.18895442913422,0.679953882792191,0.805746155407164,0.0675914409463408
"STM14_0389","STM14_0389","SL1344_0328","-","SL1344_0328","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-0.113136745667296,7.78781182651205,0.188602141411547,0.680231316279077,0.805884262829209,-0.0698456437139244
"STM14_2879","STM14_2879","SL1344_2305","-","SL1344_2305","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.280038040161483,6.86675547547439,0.187389322927267,0.681188848596823,0.806751106070526,0.172883151836305
"STM14_1605","STM14_1605","SL1344_1256","ydjM","ydjM","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.346095003768386,5.75479852924713,0.187249794612093,0.681299248604076,0.806751106070526,-0.213663811715628
"STM14_3271","STM14_3271","SL1344_2628","aroF","aroF","phospho-2-dehydro-3-deoxyheptonate aldolase","protein_coding","-","HeLa","FDR>=0.1",0.267092173846414,7.93955549493445,0.187064190567224,0.681446182827789,0.806751106070526,0.164890944168697
"STM14_0887","STM14_0887","SL1344_0740","-","SL1344_0740","transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-0.351459715158362,6.55230963904259,0.186548716042914,0.681854724806232,0.806842547590563,-0.21697574824131
