"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_1819","edd","6-phosphogluconate dehydratase","Chromosome","-","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0211962026398806,6.90216410899811,0.120150641370274,0.730132825091906,0.927042091066497,0.0774779108219037,"FDR>=0.05"
"SL1344_3964","yihP","hypothetical membrane permease","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.019508390546594,7.23585959669544,0.119940298431796,0.730359702103362,0.927042091066497,0.0713084965607968,"FDR>=0.05"
"SL1344_4194","siiB","hypothetical integral membrane protein","Chromosome","SPI-4","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0666599392501226,3.78824910506709,0.119927729297797,0.730373266302023,0.927042091066497,-0.243660287475135,"FDR>=0.05"
"SL1344_2615","yfiQ","hypothetical acyl-CoA synthetase","Chromosome","-","CJ","Energy production and conversion;Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.015153548941067,8.12321505842589,0.119476612556157,0.730860625560919,0.92713963093207,-0.055390360879186,"FDR>=0.05"
"SL1344_4527","lasT","hypothetical RNA methyltransferase","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0229577329374894,6.88237496306162,0.119343665027358,0.73103399804346,0.92713963093207,0.0839167852574325,"FDR>=0.05"
"SL1344_2226","napB","cytochrome c-type protein NapB precursor","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0258164913945654,6.25089405570026,0.119310234644787,0.731040630590283,0.92713963093207,0.0943663283459649,"FDR>=0.05"
"SL1344_2640","SL1344_2640","hypothetical bacteriophage-related protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0272864920629893,6.03575369005153,0.119138318913427,0.731226774887995,0.92713963093207,0.0997395823495852,"FDR>=0.05"
"SL1344_2853","prgI","type III secretion system apparatus","Chromosome","SPI-1","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0484204398813847,4.28797567930662,0.118879624760722,0.731507163732738,0.927164923054293,-0.176989934792792,"FDR>=0.05"
"SL1344_1845","SL1344_1845","penicillin-binding protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0162922699598929,7.95316186522884,0.118624909744585,0.73178357398974,0.927164923054293,-0.0595526972677627,"FDR>=0.05"
"SL1344_4029","SL1344_4029","hypothetical ribulose-phosphate 3-epimerase","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0209303281124581,6.85432217874536,0.118494045955826,0.73192571335261,0.927164923054293,0.0765060667951487,"FDR>=0.05"
"SL1344_4511","yjjX","conserved hypothetical protein","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.03294360102966,5.32570762136859,0.118194308850806,0.732251608291514,0.927164923054293,0.120417860976949,"FDR>=0.05"
"SL1344_0817","ybiU","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0279146654220923,6.20340951707054,0.118062670656176,0.732501304511024,0.927164923054293,-0.102035727575415,"FDR>=0.05"
"ncRNA0494","RUF_107c.19","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0851960346082964,2.74023631921143,0.117940578378338,0.732527843534114,0.927164923054293,-0.311414779520082,"FDR>=0.05"
"SL1344_2299","lrhA","NADH dehydrogenase operon transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0218691607980051,6.79872303606888,0.117868920665623,0.732605917211277,0.927164923054293,0.079937756722034,"FDR>=0.05"
"SL1344_3050","SL1344_3050","possible ABC-transport protein, ATP-binding component","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0285565024468524,5.73175124049445,0.11726155414129,0.73326873471557,0.927614696135682,-0.104381817231729,"FDR>=0.05"
"SL1344_3572","yhjC","hypothetical lysR-family transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.018158763480848,7.56662799168579,0.117187356197514,0.73334983830622,0.927614696135682,-0.066375240957458,"FDR>=0.05"
"SL1344_4373","SL1344_4373","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0234005422707008,6.49399775446485,0.11679878196723,0.733775047279262,0.927673065526894,-0.0855353743326808,"FDR>=0.05"
"ncRNA0410","StyR-24c","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0472910887044925,4.27381989968674,0.116701113531661,0.733882048276231,0.927673065526894,-0.172861847736045,"FDR>=0.05"
"SL1344_4383","SL1344_4383","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0901496870458691,2.51878159782805,0.116612826099488,0.733978814986514,0.927673065526894,0.329521732370158,"FDR>=0.05"
"SL1344_4175","dinF","hypothetical DNA-damage-inducible membrane protein","Chromosome","-","V","Defense mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0165084268959976,7.80555160594008,0.115628197849588,0.735060795846617,0.928794734100978,0.0603428099168815,"FDR>=0.05"
"SL1344_4080","murI","glutamate racemase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0662426234160139,3.42865065240484,0.11507090507565,0.735675472154395,0.929325497232073,0.242134884103174,"FDR>=0.05"
"SL1344_2865","sicA","type III secretion-associated chaperone","Chromosome","SPI-1","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0181418957321154,7.334060933798,0.114047763842116,0.736808306516264,0.930282601565943,-0.0663135847280723,"FDR>=0.05"
"SL1344_4514","creA","expressed protein of unknown function","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0412825657709792,4.73506598442716,0.113875573014451,0.736999515069035,0.930282601565943,0.150899055064012,"FDR>=0.05"
"SL1344_4119","aceA","isocitrate lyase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0235319549608351,6.44561806688858,0.113493411960099,0.737424461079671,0.930282601565943,0.0860157236131663,"FDR>=0.05"
"SL1344_2633","SL1344_2633","hypothetical repressor protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.144007008764508,1.26159252425662,0.113439070062095,0.737484951606954,0.930282601565943,-0.526384955472784,"FDR>=0.05"
"SL1344_1017","yccT","hypothetical secreted protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0945206865572693,2.26108766264159,0.113296091437922,0.737644185072686,0.930282601565943,0.345498929611595,"FDR>=0.05"
"ncRNA0432","StyR-103d","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0302711563637738,5.48919737177158,0.113002157374198,0.7379718879348,0.930282601565943,-0.11064934569061,"FDR>=0.05"
"SL1344_3372","dprA","encodes cytoplasmic proteins involved in competence","Chromosome","-","LU","Replication, recombination and repair ;Intracellular trafficking, secretion, and vesicular transport","Information storage and processing;Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0151450753217201,8.02680215861801,0.112948488517534,0.738031773849323,0.930282601565943,0.0553593874857319,"FDR>=0.05"
"SL1344_4126","SL1344_4126","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0336144848582232,5.32445403411944,0.112808783437252,0.738187736927494,0.930282601565943,0.122870124635887,"FDR>=0.05"
"SL1344_2840","ygbA","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0306755762016424,5.66533256663039,0.112752371792141,0.738250743910455,0.930282601565943,-0.11212761067351,"FDR>=0.05"
"SL1344_2986","tas","possible oxidoreductase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0177059118856972,7.418711698147,0.112635465837457,0.738381373808361,0.930282601565943,-0.0647199446715735,"FDR>=0.05"
"ncRNA0340","STnc3770","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0359019440887981,5.01014714960036,0.112070322839824,0.739013928321857,0.930833950867018,-0.131231412989574,"FDR>=0.05"
"SL1344_0471","aefA","integral membrane protein AefA","Chromosome","-","DM","Cell cycle control, cell division, chromosome partitioning;Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.014834759095859,8.21845100661338,0.111886117082472,0.739220490326143,0.930848586842652,0.0542250969110315,"FDR>=0.05"
"SL1344_4011","pfkA","6-phosphofructokinase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0210476791988892,6.88082659389117,0.111693278071299,0.739436936341089,0.930875658061878,0.0769350170728864,"FDR>=0.05"
"ncRNA0025","InvR","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0312192464656239,5.6506668902043,0.110896774992772,0.74033315698663,0.931709873291467,0.114114874002934,"FDR>=0.05"
"SL1344_3428","SL1344_3428","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0306317940207994,5.59604065689397,0.110757854033862,0.740489836469344,0.931709873291467,-0.111967574842537,"FDR>=0.05"
"SL1344_3035","ygfB","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0240290149669972,6.35842418769477,0.110387424782698,0.740908153447486,0.931930050057037,0.0878326137177222,"FDR>=0.05"
"ncRNA0152","STnc300","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.06835823807982,3.35519545684632,0.110093916802405,0.74124015963823,0.931930050057037,-0.249868033622488,"FDR>=0.05"
"SL1344_0383","aroL","shikimate kinase II","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0168432819237819,7.69062879390897,0.110084931807945,0.741250330914477,0.931930050057037,0.0615667965158832,"FDR>=0.05"
"SL1344_2819","norR","transcriptional activator of norVW. NO responsive","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0176291607820951,7.44772971134287,0.10971901801715,0.741664948729947,0.932205877911424,-0.0644393984217854,"FDR>=0.05"
"SL1344_3414","rpsG","30S ribosomal subunit protein S7","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.137669712174518,1.43401372672379,0.109237877875793,0.742211300947887,0.932509688009777,-0.503220405275128,"FDR>=0.05"
"SL1344_0387","rdgC","recombination associated protein RdgC","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0214823428199127,6.68671934225216,0.109162302758517,0.742297240654485,0.932509688009777,-0.0785238313449212,"FDR>=0.05"
"SL1344_3979","SL1344_3979","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.027275970372344,6.22295918689512,0.109130382720737,0.742571668130044,0.932534160944032,0.0997011226960632,"FDR>=0.05"
"ncRNA0484","StyR-341","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.024757854513582,6.15916228225244,0.108797359374192,0.742712699192893,0.932534160944032,0.0904967213578109,"FDR>=0.05"
"SL1344_0798","ybiB","hypothetical glycosyltransferase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0330187124603928,5.82391186187266,0.109249309157276,0.742902606959392,0.932534160944032,-0.120692413774489,"FDR>=0.05"
"SL1344_2846","sprB","AraC-family transcriptional regulator","Chromosome","SPI-1","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0215920384607175,6.80673055693631,0.107944315357426,0.743686848461979,0.932719601318662,-0.0789247988776544,"FDR>=0.05"
"SL1344_3225","agaR","hypothetical transcriptional repressor","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0200184014448476,6.99593259004892,0.107863249980541,0.743779644501479,0.932719601318662,-0.0731727257137464,"FDR>=0.05"
"SL1344_3732","SL1344_3732","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0349306898268731,5.00741455968606,0.107841415189386,0.7438046455359,0.932719601318662,0.127681213344415,"FDR>=0.05"
"SL1344_0981","SL1344_0981","Minor Tail Component","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0239213188914515,6.20429039235772,0.10781781276947,0.743831673679888,0.932719601318662,0.0874389551422329,"FDR>=0.05"
"SL1344_2577","SL1344_2577","hypothetical bacteriophage encoded virulence protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0179834594239792,7.41117308830852,0.107492505895587,0.744204531394022,0.932942146864389,-0.0657344567417398,"FDR>=0.05"
"SL1344_3590","SL1344_3590","Methionine gamma-lyase (fragment)","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0327008405928485,5.16491325575619,0.106989187843346,0.744782655730281,0.933190061541871,0.11953050526546,"FDR>=0.05"
"SL1344_2190","yeiU","hypothetical membrane protein","Chromosome","-","I","Lipid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0247876118136373,6.06610221866664,0.106980057518037,0.744793156970905,0.933190061541871,-0.0906054924183238,"FDR>=0.05"
"SL1344_1466","hyaC2","Ni/Fe-hydrogenase 1 b-type cytochrome subunit HyaC2","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0309287096662094,5.51376128331747,0.106613115350945,0.745215607257403,0.933474429342629,0.113052882635048,"FDR>=0.05"
"ncRNA0469","StyR-291","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0417695895780017,4.53569736945665,0.106385136110922,0.745478479324078,0.93348074605538,-0.152679260119121,"FDR>=0.05"
"SL1344_4369A","SL1344_4369A","conserved hypothetical protein (pseudogene)","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0213264094648731,6.68204159763697,0.106269756757842,0.745611636744548,0.93348074605538,-0.0779538523358893,"FDR>=0.05"
"SL1344_0330","SL1344_0330","probable secreted protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0672600189643512,3.46548947118,0.10609388583366,0.74581476066049,0.933490296763785,-0.245853742754599,"FDR>=0.05"
"SL1344_1259","SL1344_1259","conserved hypothetical protein","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0275595333385303,5.77602000178483,0.105725370207166,0.746240987156965,0.933620323175966,-0.100737622798456,"FDR>=0.05"
"SL1344_4234","melR","melibiose operon regulatory protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0204032000737237,6.88288829949026,0.105393868795343,0.746625106235669,0.933620323175966,0.0745792698178473,"FDR>=0.05"
"SL1344_1358","ribE","riboflavin synthase alpha chain","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0764009132706215,2.88269475974484,0.105269564128881,0.746769313582721,0.933620323175966,-0.279266208464902,"FDR>=0.05"
"SL1344_1963","SL1344_1963","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0387853298473787,4.62065357303495,0.105234104957659,0.746810467471079,0.933620323175966,-0.141770975592553,"FDR>=0.05"
"SL1344_2827","hycG","formate hydrogenlyase subunit 7","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0383651157448905,4.83446368110298,0.105047422560037,0.747027257585427,0.933620323175966,0.140234978257944,"FDR>=0.05"
"SL1344_1429","dmsA1","hypothetical dimethyl sulphoxide reductase subunit","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0205955484693182,6.81828411743387,0.104950372131238,0.747140044315867,0.933620323175966,0.0752823557476151,"FDR>=0.05"
"SL1344_2000","cbiL","cobalt-precorrin-2 C(20)-methyltransferase","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0484768429377694,4.10166800002496,0.104823733461947,0.747287303702313,0.933620323175966,-0.177196103371518,"FDR>=0.05"
"SL1344_1980","SL1344_1980","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0742997352377275,2.94875469530474,0.10437356884456,0.747811567355209,0.93382670952536,0.271585828775231,"FDR>=0.05"
"SL1344_3526","livF","high-affinity branched-chain amino acid transport ATP-binding protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0194007321375061,6.98336683268382,0.104346071962548,0.747843630832456,0.93382670952536,0.0709149756665001,"FDR>=0.05"
"SL1344_1321","ttrR","hypothetical two-component response regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0278545188106297,5.78223121991767,0.103658121140512,0.748647359941536,0.934378057831638,-0.101815875280251,"FDR>=0.05"
"SL1344_0173","yadG","hypothetical ABC transporter ATP-binding protein","Chromosome","-","V","Defense mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0206560690608307,6.64779850165785,0.103633197053052,0.748676533877245,0.934378057831638,-0.0755035750420218,"FDR>=0.05"
"SL1344_3163","ygiD","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0219907064988724,6.34904254371801,0.102379882016295,0.750148582849942,0.935820704953584,0.0803820394613802,"FDR>=0.05"
"SL1344_1227","yeaC","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.031983803102693,5.22584845429212,0.102315532223289,0.750224431112528,0.935820704953584,-0.116909537365592,"FDR>=0.05"
"SL1344_2517","glyA","serine hydroxymethyltransferase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0394868332088065,4.72036872308323,0.102058265712268,0.750527931141372,0.935954784852456,0.144335162008459,"FDR>=0.05"
"SL1344_4049","metB","cystathionine gamma-synthase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0180524568573434,7.28248910773377,0.101805513902151,0.75082651653502,0.936082667481651,0.0659866612087359,"FDR>=0.05"
"SL1344_2219","SL1344_2219","Putative bacteriophage tail fibre protein (pseudogene)","Chromosome","SPI-12","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0196318427319405,6.99794285408083,0.101356699075297,0.751357728194926,0.936261291313359,-0.0717597480217094,"FDR>=0.05"
"SL1344_1977","yeeI","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0308136831853948,5.51752313995689,0.101197978336698,0.751545898525716,0.936261291313359,-0.112632429425852,"FDR>=0.05"
"SL1344_1234","gdhA","NADP-specific glutamate dehydrogenase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0196888173939988,7.0383639740498,0.101187761442239,0.751558016671017,0.936261291313359,0.0719680059753183,"FDR>=0.05"
"SL1344_3878","wzzE","lipopolysaccharide biosynthesis protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0151911005935224,7.9457561295756,0.100966279473597,0.751820879986806,0.936308809269945,-0.0555276224269069,"FDR>=0.05"
"ncRNA0285","STnc2160","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.053685773840224,3.94955588983675,0.100825328450859,0.751988331633558,0.936308809269945,-0.196236168745233,"FDR>=0.05"
"SL1344_0735","ybgR","probable cation transport protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0204277078342173,6.68199958493746,0.100071574962734,0.752885997888598,0.93645561348858,-0.0746688523772438,"FDR>=0.05"
"SL1344_3366","yrdA","hypothetical transferase","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0243058792582314,6.34087593388298,0.099930436175709,0.753081327452167,0.93645561348858,-0.0888446283332861,"FDR>=0.05"
"SL1344_2756","fljB","flagellin","Chromosome","-","N","Cell motility","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0152304614505782,8.10875899530333,0.0998979480386953,0.753107213617017,0.93645561348858,-0.0556714971116631,"FDR>=0.05"
"SL1344_4219","gltP","proton glutamate symport protein","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0168843640320715,7.30041643565803,0.0997028353416347,0.753326497178925,0.93645561348858,0.0617169628440938,"FDR>=0.05"
"SL1344_P2_0094","pilM","pilus protein","pCol1B9","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.026288293017951,5.84962647406003,0.0995887981955467,0.753462908431832,0.93645561348858,-0.0960908921616326,"FDR>=0.05"
"SL1344_3755","uhpB","two-component system sensor histidine kinase","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0176685157745842,7.40137483443781,0.0992963537604728,0.75381312404191,0.93645561348858,-0.0645832516699484,"FDR>=0.05"
"SL1344_3248","yhbV","conserved hypothetical protein","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0191587595056485,6.8985081344309,0.0992657162520114,0.753849846700764,0.93645561348858,-0.0700304995973229,"FDR>=0.05"
"ncRNA0388","SLnc1002","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.017969044744355,7.15112328805848,0.0992124188375657,0.753913744791785,0.93645561348858,-0.065681767150051,"FDR>=0.05"
"SL1344_2999","SL1344_2999","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0227264594851159,6.46809230398509,0.0991161791295818,0.754029174128999,0.93645561348858,0.0830714176119678,"FDR>=0.05"
"SL1344_1194","SL1344_1194","hypothetical ABC transport ATP-binding protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0240001024570247,6.27312406757237,0.0990843196726731,0.754067399762008,0.93645561348858,0.0877269305957336,"FDR>=0.05"
"SL1344_3600","yhjW","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0142711482329004,8.10944197110442,0.0988126009125705,0.754393688720694,0.936617229235911,-0.0521649452451665,"FDR>=0.05"
"SL1344_2601","rseC","sigma-E factor regulatory protein RseC","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0296862587569762,5.34889764865753,0.0983463210370016,0.754954765530635,0.937070185965371,-0.108511385161107,"FDR>=0.05"
"SL1344_1406","ydgC","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0257782113538353,6.30486753111005,0.0983280379842709,0.755329900035352,0.937292170651977,-0.094226404340126,"FDR>=0.05"
"SL1344_2075","galF","UTP-glucose-1-phosphate uridylyltransferase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0209786529559932,6.66080936505375,0.0978375142126065,0.755568686926003,0.937344889600329,-0.0766827072991817,"FDR>=0.05"
"SL1344_3745","SL1344_3745","hypothetical phosphocarrier protein of PTS system","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0132059911293968,8.50160945857061,0.0967808563478024,0.756849270329063,0.93855888690202,-0.04827150506257,"FDR>=0.05"
"SL1344_1697","ychN","conserved hypothetical protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0324256554384045,5.36045899979951,0.0967387248625391,0.756940371405168,0.93855888690202,-0.118524628353555,"FDR>=0.05"
"SL1344_2064","rfbV","glycosyltransferase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0473065995956976,4.1340443468494,0.0961180926171274,0.757656408292232,0.939202842574094,0.172918544280515,"FDR>=0.05"
"SL1344_P1_0080","ccdA","toxin addiction system","pSLT","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0258371369131289,5.71414906053252,0.0951350346543174,0.75885925742739,0.940020070332943,0.0944417933560571,"FDR>=0.05"
"SL1344_0339","SL1344_0339","possible transmembrane regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0117240789461931,9.05120376963397,0.0951138720800369,0.758885226289864,0.940020070332943,-0.0428547112185574,"FDR>=0.05"
"SL1344_4240","dcuR","two-component response regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0135735425209565,8.64011101159086,0.0948105468212576,0.759257789201788,0.940020070332943,0.0496150058028464,"FDR>=0.05"
"SL1344_0308","yafK","hypothetical exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0240997960185446,5.96661354701311,0.0947175916602408,0.759372093265502,0.940020070332943,-0.0880913377964094,"FDR>=0.05"
"SL1344_1889","fliD","flagellar hook associated protein (FliD)","Chromosome","-","N","Cell motility","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0194195243866219,6.95658703506223,0.0946977384414971,0.759396514117039,0.940020070332943,0.0709836664705028,"FDR>=0.05"
"SL1344_1094","yceI","Hypothetical UPF0312 protein <ORFName> precursor.","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0192383628917277,6.88325581945195,0.0946161978050584,0.759496844260627,0.940020070332943,0.0703214717187237,"FDR>=0.05"
"SL1344_3991","SL1344_3991","hypothetical DNA-binding protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.040899610918286,4.6112654637468,0.0938655953101196,0.760448581731592,0.940893730144005,0.149499250465524,"FDR>=0.05"
"ncRNA0356","STnc4020","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0320470323397253,5.31460969978219,0.093320476353956,0.761106942137316,0.940893730144005,-0.117140657499295,"FDR>=0.05"
"SL1344_2223C","ccmE2","protoheme transport protein","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0197296692172445,6.64206025918872,0.0930665127189987,0.76141270426956,0.940893730144005,-0.0721173305487863,"FDR>=0.05"
