"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE"
"SL1344_3426","yheS","ABC transporter","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.451049226574563,0.840560095432989,0.370372659303744,"FDR>=0.05"
"SL1344_3427","SL1344_3427","DNA-binding transcription factor activity","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.286828664265659,1.29510649728844,0.570657636602637,"FDR>=0.05"
"SL1344_3429","yheT","alpha/beta hydrolase fold","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.497627075530473,-0.742475563761195,-0.327154061336478,"FDR>=0.05"
"SL1344_3431","prkB","Phosphoribulokinase / Uridine kinase family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.635950221259764,-0.640276472945628,-0.282122481501264,"FDR>=0.05"
"SL1344_3432","yhfA","OsmC-like protein","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.441604604232423,-0.858034921670562,-0.378072522644445,"FDR>=0.05"
"SL1344_3433","crp","COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases","Chromosome","K","Transcription","Information storage and processing","Balb/c",1.79e-16,-9.68800503608781,-4.26878721469114,"Attenuated"
"SL1344_3434","yhfK","FUSC-like inner membrane protein yccS","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.534704860960115,-0.677884961823163,-0.298693760715741,"FDR>=0.05"
"SL1344_3436","pabA","Peptidase C26","Chromosome","EH","Amino acid transport and metabolism;Coenzyme transport and metabolism","Metabolism","Balb/c",1.46e-20,-5.89474625485264,-2.5973786504889,"Attenuated"
"SL1344_3437","fic","Fic/DOC family","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Balb/c",0.842882626552902,-0.342644213157594,-0.150977959948057,"FDR>=0.05"
"SL1344_3439","ppiA","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.0688686554229697,-1.36086583489674,-0.599632912583937,"FDR>=0.05"
"SL1344_3440","yhfC","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.430739669820696,-0.783484143903678,-0.345223509272641,"FDR>=0.05"
"SL1344_3441","nirB","BFD-like [2Fe-2S] binding domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.281346548933881,-0.969006875232973,-0.426969654178948,"FDR>=0.05"
"SL1344_3444","cysG","Multifunctional enzyme that catalyzes the SAM-dependent methylations of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 via precorrin-1. Then it catalyzes the NAD- dependent ring dehydrogenation of precorrin-2 to yield sirohydrochlorin. Finally, it catalyzes the ferrochelation of sirohydrochlorin to yield siroheme","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.659157265987434,0.603882210201869,0.266086221929767,"FDR>=0.05"
"SL1344_3445","bigA","domain, Protein","Chromosome","MU","Cell wall/membrane/envelop biogenesis; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.292236670438953,-0.934915846143617,-0.4119482593128,"FDR>=0.05"
"SL1344_3448","trpS","tRNA synthetases class I (W and Y)","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.140111337454794,-1.15981641392197,-0.511045304032824,"FDR>=0.05"
"SL1344_3449","gph","HAD-hyrolase-like","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.0018014456926323,-1.83000041708388,-0.806345821892934,"Attenuated"
"SL1344_3451","dam","Methylates DNA within the sequence GATC and protects the DNA from cleavage by the restriction endonuclease MboI. Although it shares sequence specificity with a number of type II restriction endonucleases and methylases, it is thought to act in postreplication mismatch repair rather than as a part of a restriction modification system. May also play a role in DNA replication","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",1.06e-37,-8.208201913679,-3.61674743708284,"Attenuated"
"SL1344_3455","comE","Secretin and TonB N terminus short domain","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.722622142604572,-0.492143884016699,-0.21685140666765,"FDR>=0.05"
"SL1344_3457","comC","carbon utilization","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.293255636497369,-0.950127845710527,-0.418651062317054,"FDR>=0.05"
"SL1344_3458","comB","Fimbrial assembly protein (PilN)","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.963479997222628,-0.10193747906802,-0.0449163068890321,"FDR>=0.05"
"SL1344_3459","comA","Pilus assembly protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.589944237053341,0.693995686175763,0.305792565255955,"FDR>=0.05"
"SL1344_3460","mrcA","Penicillin-binding protein OB-like domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.132619734826353,-1.22404520188004,-0.539346179995337,"FDR>=0.05"
"SL1344_3461","nudE","NUDIX domain","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.50523803838971,0.777316979457589,0.342506096075569,"FDR>=0.05"
"SL1344_3463","yrfG","haloacid dehalogenase-like hydrolase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.574140586048356,0.699684481805829,0.308299196699906,"FDR>=0.05"
"SL1344_3464","hslR","S4 RNA-binding domain","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.358178770818922,-0.889724939179083,-0.392035969305528,"FDR>=0.05"
"SL1344_3465","hslO","Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.234346562708771,-1.00927527980985,-0.444712961492835,"FDR>=0.05"
"SL1344_3466","yhgE","Domain of unknown function (DUF4153)","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.000184778760062256,-2.46586552020052,-1.08652453901184,"Attenuated"
"SL1344_3467","pckA","Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.346582058866239,-0.892619371705293,-0.393311331623739,"FDR>=0.05"
"SL1344_3468","envZ","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",2.35e-18,-5.85537098466669,-2.58002888143751,"Attenuated"
"SL1344_3470","greB","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreB releases sequences of up to 9 nucleotides in length","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.490127376133494,-0.732573353008998,-0.322790889507118,"FDR>=0.05"
"SL1344_3472","feoA","FeoA domain","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.411302079631036,-0.79803786283824,-0.35163625669408,"FDR>=0.05"
"SL1344_3473","feoB","transporter of a GTP-driven Fe(2 ) uptake system","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.0165711225713058,-1.55975228765471,-0.687267461032865,"Attenuated"
"SL1344_3475","SL1344_3475","Putative transposase, YhgA-like","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.077449807672021,-1.31739316830021,-0.580477724011622,"FDR>=0.05"
"SL1344_3476","bioH","The physiological role of BioH is to remove the methyl group introduced by BioC when the pimeloyl moiety is complete. It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway through the hydrolysis of the ester bonds of pimeloyl-ACP esters","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.000145363283256269,-2.14808505292483,-0.946502192746335,"Attenuated"
"SL1344_3477","comF","Phosphoribosyl transferase domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.180278946491828,-1.36559090984067,-0.601714903606234,"FDR>=0.05"
"SL1344_3478","yhgI","Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.728681297724126,-0.4742327758316,-0.208959306143684,"FDR>=0.05"
"SL1344_3479","gntT","Na+/H+ antiporter family","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Balb/c",0.702809457812492,-0.507261609214022,-0.223512669930536,"FDR>=0.05"
"SL1344_3480","malQ","4-alpha-glucanotransferase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.299351607613196,-0.991006163913544,-0.43666311345174,"FDR>=0.05"
"SL1344_3481","malP","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.812660941495279,-0.36972163536969,-0.162908977047576,"FDR>=0.05"
"SL1344_3482","malT","Positively regulates the transcription of the maltose regulon whose gene products are responsible for uptake and catabolism of malto-oligosaccharides. Binds and recognizes a DNA motif (called the malT box) 5'-GGA TG GA-3'","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.578234288656201,-0.651202207207867,-0.286936644433263,"FDR>=0.05"
"SL1344_3484","SL1344_3484","Antitoxin component of a type II toxin-antitoxin (TA) system. A labile antitoxin that counteracts the effect of cognate toxin YafQ. YafQ and DinJ together bind their own promoter, and repress its expression. There are 2 operators with imperfect inverted repeats (IR) in the dinJ promoter, YafQ-(DinJ)2-YafQ only binds to the first (most upstream) of them to repress transcription","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.890954351353059,-0.264070335553837,-0.11635626405977,"FDR>=0.05"
"SL1344_3485","rtcA","Catalyzes the conversion of 3'-phosphate to a 2',3'- cyclic phosphodiester at the end of RNA. The mechanism of action of the enzyme occurs in 3 steps (A) adenylation of the enzyme by ATP","Chromosome","A","RNA processing and modification","Information storage and processing","Balb/c",0.354219325805457,-0.918019250162232,-0.404503179275325,"FDR>=0.05"
"SL1344_3486","rtcB","Belongs to the RtcB family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.709210982492824,-0.850148124592412,-0.374597394544629,"FDR>=0.05"
"SL1344_3489","glpR","DeoR C terminal sensor domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.91759856428355,0.239358416683067,0.105467549310647,"FDR>=0.05"
"SL1344_3491","glpG","Rhomboid-type serine protease that catalyzes intramembrane proteolysis","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.120953549614721,-1.20681431908417,-0.531753804485326,"FDR>=0.05"
"SL1344_3493","glpD","C-terminal domain of alpha-glycerophosphate oxidase","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.457089041391933,-0.753010672059801,-0.331796104300221,"FDR>=0.05"
"SL1344_3494","SL1344_3494","-","Chromosome","-","no category","no theme","Balb/c",0.419862752577678,-0.799532170285968,-0.352294687454997,"FDR>=0.05"
"SL1344_3495","SL1344_3495","phosphate ion binding","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.419149379629997,-0.780490725739346,-0.343904531305502,"FDR>=0.05"
"SL1344_3497","SL1344_3497","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.423162753191119,0.893835085697206,0.393847006855747,"FDR>=0.05"
"SL1344_3498","SL1344_3498","Dehydratase family","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.796093849586848,-0.530699977469681,-0.233840225125882,"FDR>=0.05"
"SL1344_3499","SL1344_3499","Belongs to the DapA family","Chromosome","EM","Amino acid transport and metabolism;Cell wall/membrane/envelop biogenesis","Metabolism;Cellular processes and signaling","Balb/c",0.286854330778722,-0.920355978943594,-0.405532802805548,"FDR>=0.05"
"SL1344_3500","SL1344_3500","transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.516681831183704,0.756758711727556,0.333447588145891,"FDR>=0.05"
"SL1344_3501","glgP","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.718492548216085,-0.498779590049621,-0.219775271484841,"FDR>=0.05"
"SL1344_3502","glgA","Synthesizes alpha-1,4-glucan chains using ADP-glucose","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.237823684676965,-4.28013279500881,-1.88593792885682,"FDR>=0.05"
"SL1344_3503","glgC","Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.33548504625253,1.10551448986843,0.487118462720355,"FDR>=0.05"
"SL1344_3504","glgX","Removes maltotriose and maltotetraose chains that are attached by 1,6-alpha-linkage to the limit dextrin main chain, generating a debranched limit dextrin","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.329533434079307,-0.895215621457374,-0.394455306849448,"FDR>=0.05"
"SL1344_3505","glgB","Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.365622103876161,-0.863813561465101,-0.380618741766065,"FDR>=0.05"
"SL1344_3507","gntU","GntP family permease","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Balb/c",0.850168097831085,-0.324262097930438,-0.142878321460219,"FDR>=0.05"
"SL1344_3509","gntR","Bacterial regulatory proteins, lacI family","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.12201061351876,-1.19141070474306,-0.524966571023491,"FDR>=0.05"
"SL1344_3511","yhhX","Oxidoreductase family, C-terminal alpha/beta domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.409012955810051,0.897616029563704,0.395512989147937,"FDR>=0.05"
"SL1344_3513","SL1344_3513","Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway","Chromosome","GK","Carbohydrate transport and metabolism;Transcription","Metabolism;Information storage and processing","Balb/c",0.574524429633564,0.69928340882774,0.308122473505126,"FDR>=0.05"
"SL1344_3514","SL1344_3514","Putative glutamine amidotransferase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.697683485639982,0.579004686840342,0.255124537531041,"FDR>=0.05"
"SL1344_3515","SL1344_3515","Putative inner membrane exporter, YdcZ","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.52131298008473,0.7444182716281,0.328010068994735,"FDR>=0.05"
"SL1344_3516","SL1344_3516","Phosphotriesterase family","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.559566537691666,-0.66462413142897,-0.292850693641348,"FDR>=0.05"
"SL1344_3517","ggt","Gamma-glutamyltranspeptidase","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.816517430671134,0.407202836635934,0.179424170026999,"FDR>=0.05"
"SL1344_3520","ugpC","Part of the ABC transporter complex UgpABCE involved in sn-glycerol-3-phosphate import. Responsible for energy coupling to the transport system","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.358207892045047,-0.907669335216794,-0.399942737323896,"FDR>=0.05"
"SL1344_3521","ugpE","probably responsible for the translocation of the substrate across the membrane","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.455873492435105,-0.767280151193648,-0.338083608266204,"FDR>=0.05"
"SL1344_3522","ugpA","Binding-protein-dependent transport system inner membrane component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.949308103946284,-0.136374440617443,-0.0600901286023154,"FDR>=0.05"
"SL1344_3523","ugpB","Bacterial extracellular solute-binding protein","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.163539917787246,-1.08286575712227,-0.477138841486094,"FDR>=0.05"
"SL1344_3525","phd","Antitoxin component of a toxin-antitoxin (TA) module","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Balb/c",0.717748041265243,-0.495884696705848,-0.218499706118415,"FDR>=0.05"
"SL1344_3527","livG","Branched-chain amino acid ATP-binding cassette transporter","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.877653883954894,-0.290702948382583,-0.128091286565816,"FDR>=0.05"
"SL1344_3528","livM","Domain of unknown function (DUF3382)","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.0185889262169719,-1.67687329289136,-0.738874024805656,"Attenuated"
"SL1344_3529","livH","Branched-chain amino acid transport system / permease component","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.320212490423315,0.975136471766248,0.429670513975676,"FDR>=0.05"
"SL1344_3530","livK","Receptor family ligand binding region","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.84392884897073,0.398546568753457,0.175609993060119,"FDR>=0.05"
"SL1344_3531","yhhK","Controls both the activation and catalytic activity of PanD in a coenzyme A (CoA)-dependent fashion","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.823187656477252,0.415926517715672,0.183268051003475,"FDR>=0.05"
"SL1344_3532","livJ","Receptor family ligand binding region","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.961470648236255,0.162501877747853,0.0716025575450629,"FDR>=0.05"
"SL1344_3537","rsmD","Specifically methylates the guanine in position 966 of 16S rRNA in the assembled 30S particle","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.321103760177154,-1.0725534008144,-0.472594948848095,"FDR>=0.05"
"SL1344_3538","yhhL","Protein of unknown function (DUF1145)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.88203261268914,-0.273734338664731,-0.120614475401409,"FDR>=0.05"
"SL1344_3539","yhhM","Protein of unknown function (DUF2500)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0601829058851889,-1.31681368407535,-0.580222388177156,"FDR>=0.05"
"SL1344_3540","yhhN","YhhN family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0145459125905614,-1.68453385658684,-0.742249468587815,"Attenuated"
"SL1344_3541","zntA","Heavy-metal-associated domain","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.216190627545465,-1.03737635558994,-0.457095027001912,"FDR>=0.05"
"SL1344_3542","tcp","Homologues of the ligand binding domain of Tar","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.894931416762969,-0.410626704021469,-0.180932815126348,"FDR>=0.05"
"SL1344_3545","SL1344_3545","DcrB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.31635280870147,1.00963994852275,0.444873644020706,"FDR>=0.05"
"SL1344_3546","yhhS","Major Facilitator Superfamily","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.697921354141728,0.952230605079662,0.419577592833615,"FDR>=0.05"
"SL1344_3547","yhhT","AI-2E family transporter","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.521639075232484,-0.682651381257373,-0.300793969196725,"FDR>=0.05"
"SL1344_3548","acpT","4'-phosphopantetheinyl transferase superfamily","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.863820487211546,-0.30099289597127,-0.132625305338804,"FDR>=0.05"
"SL1344_3549","nikR","Transcriptional repressor of the nikABCDE operon. Is active in the presence of excessive concentrations of intracellular nickel","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.612309074173006,-0.627606544172071,-0.27653978106313,"FDR>=0.05"
"SL1344_3550","yhhJ","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Balb/c",0.797519050643016,0.443334109947458,0.195344549608575,"FDR>=0.05"
"SL1344_3551","yhiH","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Balb/c",0.77302872530138,0.471907791808853,0.207934857659843,"FDR>=0.05"
"SL1344_3552","yhiI","Barrel-sandwich domain of CusB or HlyD membrane-fusion","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.823187656477252,0.409722458107456,0.180534380837525,"FDR>=0.05"
"SL1344_3553","yhiN","HI0933-like protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.627943923051015,1.54683362546728,0.681575162177611,"FDR>=0.05"
"SL1344_3554","pitA","Phosphate transporter family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",1.9e-12,-3.90620046401483,-1.72117360970537,"Attenuated"
"SL1344_3555","uspB","Universal stress protein B (UspB)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.962704553728378,-0.113312993154057,-0.0499286545199561,"FDR>=0.05"
"SL1344_3557","yhiP","Proton-dependent permease that transports di- and tripeptides","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.855333256543155,1.10973424365562,0.488977796086595,"FDR>=0.05"
"SL1344_3559","prlC","Peptidase family M3","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.252069700945554,-0.988149398672857,-0.435404348320076,"FDR>=0.05"
"SL1344_3560","SL1344_3560","PAP2 superfamily","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.212725998071814,-1.29456418941648,-0.570418681637025,"FDR>=0.05"
"SL1344_3561","yhiR","Specifically methylates the adenine in position 2030 of 23S rRNA","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.852515496256785,-0.323522259920641,-0.14255232957382,"FDR>=0.05"
"SL1344_3562","gor","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",1.45e-06,-2.80702192304219,-1.23684693100438,"Attenuated"
"SL1344_3563","SL1344_3563","Asparaginase","Chromosome","EJ","Amino acid transport and metabolism; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","Balb/c",0.579910657127363,0.702998964831736,0.309759644202937,"FDR>=0.05"
"SL1344_3564","SL1344_3564","Responsible for the transport of C4-dicarboxylates from the periplasm across the inner membrane","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.105453996956256,-1.25955027877493,-0.554990641134752,"FDR>=0.05"
"SL1344_3565","SL1344_3565","pfkB family carbohydrate kinase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.0496651204987413,-1.36657151368079,-0.602146983185032,"Attenuated"
"SL1344_3566","SL1344_3566","SIS domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.481490293759877,-0.738093315902348,-0.32522312885226,"FDR>=0.05"
"SL1344_3567","SL1344_3567","UTRA","Chromosome","K","Transcription","Information storage and processing","Balb/c",2.28e-07,-2.8944147085968,-1.27535446730748,"Attenuated"
"SL1344_3568","treF","Hydrolyzes trehalose to glucose. Could be involved, in cells returning to low osmolarity conditions, in the utilization of the accumulated cytoplasmic trehalose, which was synthesized in response to high osmolarity","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.784202657776922,-0.419610900035898,-0.184891485764711,"FDR>=0.05"
"SL1344_3569","SL1344_3569","-","Chromosome","-","no category","no theme","Balb/c",0.696767585274058,0.574455541282197,0.253120065575871,"FDR>=0.05"
"SL1344_3572","yhjC","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.684337632407777,0.579078789788537,0.255157189219045,"FDR>=0.05"
"SL1344_3573","yhjD","Virulence factor BrkB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.927386940571896,0.349217474154855,0.153874309856982,"FDR>=0.05"
"SL1344_3574","yhjE","Sugar (and other) transporter","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.815701161763591,0.423636471813802,0.186665257482761,"FDR>=0.05"
"SL1344_3575","yhjG","AsmA-like C-terminal region","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.823535474132763,-0.357914839828531,-0.157706595580511,"FDR>=0.05"
"SL1344_3576","yhjH","EAL domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.580098422764852,0.700186520965547,0.308520408222639,"FDR>=0.05"
"SL1344_3577","kdgK","pfkB family carbohydrate kinase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.821104099408423,-0.368449606307539,-0.162348487929641,"FDR>=0.05"
"SL1344_3578","yhjJ","Insulinase (Peptidase family M16)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.787105484076016,1.18353069794559,0.521494434898105,"FDR>=0.05"
"SL1344_3579","dctA","Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.267354988415863,1.07137523705186,0.472075819224648,"FDR>=0.05"
"SL1344_3580","yhjK","Gammaproteobacterial periplasmic sensor domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.0720373648078107,-1.31446450384534,-0.579187278214525,"FDR>=0.05"
"SL1344_3581","yhjL","TPR repeat","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.114379928351452,-1.29046882496781,-0.568614157451409,"FDR>=0.05"
"SL1344_3582","bcsC","Belongs to the glycosyl hydrolase 8 (cellulase D) family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.0720710673023131,-1.32311873344749,-0.583000557062033,"FDR>=0.05"
"SL1344_3583","yhjN","Binds the cellulose synthase activator, bis-(3'-5') cyclic diguanylic acid (c-di-GMP)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.774935388787352,1.3995048430356,0.616658265411181,"FDR>=0.05"
"SL1344_3584","bcsA","Cellulose synthase","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.238066623217186,1.10528509601378,0.487017385816471,"FDR>=0.05"
"SL1344_3586","yhjR","Cellulose biosynthesis protein BcsR","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.787105484076016,0.456638489195866,0.201206805441789,"FDR>=0.05"
"SL1344_3587","yhjS","GGDEF I-site like or GIL domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.498078788029245,-1.08185860629892,-0.476695064615421,"FDR>=0.05"
"SL1344_3589","yhjU","Cellulose biosynthesis protein BcsG","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.88068916672479,-0.282948089768326,-0.124674293987781,"FDR>=0.05"
"SL1344_3591","yhjV","transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.142333984488253,1.22615117541299,0.540274126756145,"FDR>=0.05"
