"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_21121",-0.0275340322430552,8.29902813537821,0.15918801092904,0.698781973203378,0.855080448029749,"gnd","6-phosphogluconate dehydrogenase, decarboxylating","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2058"
"STMMW_20791",0.0779420490065785,5.33525873254093,0.159175293105878,0.698793322931467,0.855080448029749,"pduN","propanediol utilization protein","Chromosome","FDR>=0.05","-","CQ","Energy production and conversion;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_2025"
"STMMW_30821",-0.0220547055434436,8.74407052101042,0.159047718973871,0.698907202964367,0.855080448029749,"STMMW_30821","arylsulfatase","Chromosome","FDR>=0.05",NA,"P","Inorganic ion transport and metabolism","Metabolism","SL1344_3096"
"STMMW_20212",0.0622829283197501,5.75772535342653,0.159031691784222,0.698921513546396,0.855080448029749,"STMMW_20212","predicted phage protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","STMMW_20212"
"STMMW_16221",0.0586116374676158,5.60639579229541,0.158434563268118,0.699455289924806,0.855222991276365,"adhC","alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh)","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1557"
"STMMW_43131",0.0387310563039873,6.81595599158991,0.158370075923474,0.699513006023845,0.855222991276365,"yjfH","probable tRNA/rRNA methyltransferase","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_4302"
"STMMW_17201",0.0457787999770314,6.30040622794386,0.158309241468596,0.699567465418801,0.855222991276365,"trpC","IGPS","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1656"
"STMMW_35301",0.01976800810811,9.36919143017468,0.157909708336218,0.699925435193848,0.855342697585609,"gntU","low-affinity gluconate transporter","Chromosome","FDR>=0.05","-","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","SL1344_3507"
"STMMW_41441",-0.0340544187766252,7.48116386626267,0.15733286863982,0.700443203696634,0.855342697585609,"STMMW_41441","hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4130"
"STMMW_36791",-0.0220708964221639,10.3287723386271,0.157189936140776,0.700571671014595,0.855342697585609,"sadA","putative inner membrane protein","Chromosome","FDR>=0.05","-","UW"," Intracellular trafficking, secretion, and vesicular transport;NA","Cellular processes and signaling;NA","SL1344_3656"
"STMMW_31041",0.0537129702722581,6.54389775849128,0.157063408218274,0.700685451029567,0.855342697585609,"hybF","hydrogenase-2 component protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3118"
"SLT-BT0121",-0.0347757688060224,8.120826472508,0.156741133316205,0.70097549877875,0.855342697585609,"repA2","DNA replication","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0121"
"STMMW_16991",-0.0492501236625935,6.42343360786691,0.156684854479102,0.701026185580671,0.855342697585609,"yciR","conserved hypothetical protein","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_1634"
"STMMW_27341",-0.0519597430588212,6.82932432427424,0.156691812638063,0.701093435161279,0.855342697585609,"STMMW_27341","putative DNA/RNA helicase","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_2752"
"STMMW_07761",-0.117978287875005,3.70584757973391,0.156442850972475,0.701244264383648,0.855342697585609,"STMMW_07761","putative UDP-galactopyranose mutase","Chromosome","FDR>=0.05",NA,"M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_0700"
"STMMW_13581",-0.0804118707325889,4.78875447658841,0.156432131703226,0.701253928499304,0.855342697585609,"ydiT","ferredoxin-like protein","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1285"
"STMMW_04501",0.0453453266470716,6.97882976420945,0.156105343529375,0.701548735351069,0.855486958105506,"ddlA","D-alanine:D-alanine ligase A","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_0375"
"STMMW_43801",-0.0336252324570863,8.37698070530052,0.155876060107576,0.701979667013312,0.855797098451952,"pmbA","putative PmbA protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4368"
"STMMW_32401",0.0385351078415177,7.57724057099858,0.154595154169053,0.702915837902401,0.856722874867967,"tdcG","L-serine dehydratase","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3212"
"PBT1-0771",-0.205473521511762,2.28615990241143,0.153047729585298,0.704324763466992,0.858182757865558,"pilR","IncI1 plasmid conjugative transfer inner membrane protein PilR","pPBT1","FDR>=0.05","-",NA,"no category","no theme","PBT1-0771"
"STMMW_02731",-0.0947469209873822,4.88391422510246,0.152928887718607,0.704493474012939,0.858182757865558,"sciH","putative type VI secretion system protein","Chromosome","FDR>=0.05","SPI-6","S","Function Unknown","Poorly characterised","SL1344_0267"
"STMMW_07681",-0.0340356354369202,7.29408709203248,0.152457897787254,0.704863990661839,0.858182757865558,"ybgI","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0692"
"STMMW_03131",-0.0393897125608219,7.55091196928757,0.152249113276465,0.705055153925447,0.858182757865558,"ybeJ","conserved hypothetical protein","Chromosome","FDR>=0.05","SPI-6","G","Carbohydrate transport and metabolism","Metabolism","SL1344_0299"
"STMMW_27151",0.0569652638219397,5.67244869729595,0.152078371549688,0.705211598787217,0.858182757865558,"STMMW_27151","putative transcriptional regulator","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_2732"
"STMMW_34231",-0.1735189902008,2.57829097512389,0.151722578557445,0.705537929038606,0.858182757865558,"rplN","50S ribosomal subunit protein L14","Chromosome","FDR>=0.05",NA,"J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3397"
"STMMW_09461",0.0335199129979412,7.53594816386599,0.151721964050805,0.705538493044262,0.858182757865558,"ybjT","conserved hypothetical protein","Chromosome","FDR>=0.05","-","GM","Carbohydrate transport and metabolism;Cell wall/membrane/envelop biogenesis","Metabolism;Cellular processes and signaling","SL1344_0872"
"STMMW_32231",0.039635650349263,6.71009908745486,0.151547406805523,0.705698758849798,0.858182757865558,"ygjQ","putative exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3195"
"STMMW_09271",-0.0451473112082525,6.25862300803032,0.151467300313325,0.705772342818414,0.858182757865558,"ybjN","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0853"
"STMMW_00731",-0.024728215350426,8.86947933661251,0.151157763321125,0.706056889526287,0.858182757865558,"caiC","probable crotonobetaine/carnitine-CoA ligase","Chromosome","FDR>=0.05","-","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_0072"
"STMMW_14661",0.08122823026308,4.59513566712388,0.151082728939947,0.706125917134455,0.858182757865558,"add","Adenosine aminohydrolase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1395"
"STMMW_35761",0.0284902930341994,8.63701173416641,0.15087990411603,0.706312605052425,0.858182757865558,"yhiI","putative HlyD family secretion protein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3552"
"STMMW_43421",-0.0261611979594097,8.45772727597185,0.150767845113329,0.706415811210424,0.858182757865558,"cycA","D-serine/D-alanine/glycine transporter","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_4331"
"STMMW_14531",0.0517840190414639,6.02826987145831,0.15012171954675,0.70701176439891,0.858655149246481,"pdxY","pyridoxamine kinase (ec 2.7.1.35) (pm kinase)","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_1382"
"STMMW_13951",0.0677664350876416,5.52551088054655,0.149962295392549,0.707159038514797,0.858655149246481,"orf242","putative transcriptional regulator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_1324"
"STMMW_02571",0.0555417678963989,5.96478097925027,0.148543771644763,0.708473481142638,0.859443324697544,"yafD","Hypothetical UPF0294 protein <ORFName>","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0253"
"STMMW_36671",0.0236931149209862,9.29851307774858,0.148427043653309,0.708581968681148,0.859443324697544,"STMMW_36671","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_3644"
"STMMW_04791",-0.0730555139208909,5.32921552855424,0.147995424532773,0.708983548415889,0.859443324697544,"STMMW_04791","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0404"
"STMMW_41321",0.0389652515721009,7.14536888100916,0.147819292868189,0.709147617202381,0.859443324697544,"aceB","malate synthase A","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_4118"
"STMMW_03522",-0.0919814827605985,4.1821117505309,0.147800249568205,0.70916536306466,0.859443324697544,"STMMW_03522","BTP1 predicted prophage protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_03522"
"STMMW_34481",-0.0364766247618544,7.58405206484515,0.147680770539532,0.709276732173162,0.859443324697544,"yheV","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3423"
"STMMW_37641",0.0240862450989287,8.50019896380605,0.147577852640281,0.709372706210181,0.859443324697544,"STMMW_37641","putative glycosyl hydrolase","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_3740"
"STMMW_44771",0.0598374277720917,5.6597417948213,0.147329130006697,0.709604808024282,0.859443324697544,"yjiX","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4462"
"STMMW_20601",0.0399594229906687,7.63118024056934,0.147315012838511,0.709617988633083,0.859443324697544,"cbiF","precorrin-4 C11-methyltransferase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2005"
"STMMW_03801",0.031419189228534,7.86760481164927,0.147283324400457,0.709647577469813,0.859443324697544,"STMMW_03801","BTP1 scaffolding protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","STMMW_03801"
"STMMW_29661",0.0484041817192831,6.58659783586471,0.147143740870292,0.709777956509973,0.859443324697544,"mutH","DNA mismatch repair protein","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2983"
"STMMW_45042",-0.0588016098391105,5.5057960799928,0.146955798402032,0.709953618968433,0.859443324697544,"STMMW_45042","putative exported protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_45042"
"STMMW_21241",0.0711476666969874,7.57242263952979,0.153601623721618,0.710113716898259,0.859443324697544,"rfbI","putative reductase RfbI","Chromosome","FDR>=0.05","-","GM","Carbohydrate transport and metabolism;Cell wall/membrane/envelop biogenesis","Metabolism;Cellular processes and signaling","SL1344_2070"
"STMMW_17941",0.0397942560192576,6.52263513716986,0.145779286303152,0.711056230417062,0.860369161698148,"alr-a","alanine racemase","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1730"
"STMMW_26401",-0.0652593533451076,5.06956408246256,0.145504308425853,0.711314678872082,0.860467032904172,"STMMW_26401","putative prophage protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_26401"
"STMMW_10081",0.0395202165233661,6.61083431306035,0.145087809803522,0.711706680339008,0.860544742535569,"ycbL","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0934"
"STMMW_35441",0.0221179640941004,8.85625856084111,0.145058728887044,0.711734075130533,0.860544742535569,"ugpE","sn-glycerol-3-phosphate transport system permease protein","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3521"
"STMMW_32161",-0.0612032251473975,6.24437944407658,0.144500911606833,0.712472537027781,0.861147135221932,"yqjI","conserved hypothetical protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_3188"
"STMMW_18831",-0.0722819088112098,5.58391707446401,0.144154250404554,0.712587703722647,0.861147135221932,"ntpA","DATP pyrophosphohydrolase","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_1835"
"SLT-BT0101",0.0271615320228398,8.24536469647669,0.143797690554691,0.712925069230621,0.861340036273146,"pefA","plasmid-encoded major fimbrial subunit","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0101"
"STMMW_20621",-0.0430788292242767,6.51563382406581,0.143027503224624,0.713655450417202,0.861849638061655,"cbiE","precorrin-6Y C5,15-methyltransferase [decarboxylating]","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_2007"
"STMMW_34861",-0.0227052451894723,9.13143342751508,0.142977909998259,0.713702558304049,0.861849638061655,"yrfG","putative hydrolase","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3463"
"STMMW_36201",-0.029458600038443,8.17333503052615,0.142776775578701,0.713893709838541,0.861865699521069,"dppB","dipeptide transport system permease protein DppB","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_3595"
"STMMW_10211",-0.0584907082969628,5.48788044438982,0.141597922496229,0.715017192893822,0.863007052743079,"STMMW_10211","predicted prophage protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_0948"
"STMMW_31781",-0.0946857182890649,4.22885175482769,0.141404272743061,0.715202262764202,0.863015479421146,"gpE'","phage tail protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","STMMW_31781"
"STMMW_35251",-0.0195440124759163,9.94343883162511,0.140060897837913,0.716490161639614,0.864010609833226,"glgC","glucose-1-phosphate adenylyltransferase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_3503"
"STMMW_08581",-0.077995604975037,4.84894042200706,0.139924116646426,0.716621693093257,0.864010609833226,"moaE","molybdopterin converting factor, subunit 2","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_0782"
"STMMW_02421",0.188323304788825,4.8496192019019,0.149171493016952,0.716855182716218,0.864010609833226,"mesJ","cell cycle protein MesJ","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_0237"
"STMMW_17281",0.0651882968140524,5.28087995088955,0.139644563596917,0.716890747379317,0.864010609833226,"STMMW_17281","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1664"
"STMMW_39921",0.0362370836992878,7.09046099150696,0.139615829683282,0.716918419756376,0.864010609833226,"yihZ","conserved hypothetical protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3974"
"STMMW_29131",0.0399275385375024,7.15819927081631,0.138736021654761,0.717767317402241,0.864708340659044,"STMMW_29131","","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2929"
"STMMW_35041",-0.0194466844065397,10.471619310152,0.138511198948161,0.71798473825313,0.864708340659044,"malP","maltodextrin phosphorylase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3481"
"STMMW_22811",0.0414136987391362,6.97112082139423,0.138279996474962,0.718208540750222,0.864708340659044,"napB","cytochrome c-type protein NapB precursor","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_2226"
"STMMW_34891",0.0174634486587808,10.7139067022123,0.138205253552657,0.718280937462957,0.864708340659044,"yhgE","putative membrane protein","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_3466"
"STMMW_12351",-0.0512908058801931,6.25176069200354,0.137844743988014,0.71863044720253,0.864708340659044,"potA","spermidine/putrescine transport ATP-binding protein PotA (ABC superfamily)","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1163"
"STMMW_00541",-0.0207813306269545,10.1911870164429,0.137741262648514,0.718730868226073,0.864708340659044,"citA2","sensor kinase cita","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_0054"
"STMMW_01541",0.021670789108158,8.73839367639351,0.137614558540349,0.718853884337468,0.864708340659044,"STMMW_01541","putatuve glycosysl hydrolase","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_0148"
"STMMW_00921",0.0632549207911723,5.61518208209004,0.137541478543068,0.718924866800514,0.864708340659044,"folA","dihydrofolate reductase type I","Chromosome","FDR>=0.05",NA,"H","Coenzyme transport and metabolism","Metabolism","SL1344_0088"
"STMMW_00791",0.0341134155029832,7.87814448766567,0.137051549485522,0.719401294860169,0.865066668707787,"fixC","FixC protein","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0078"
"STMMW_04241",0.0482126595912493,6.05476723284711,0.136866894907784,0.719581114864812,0.865068241784886,"STMMW_04241","Putative transcriptional regulatory protein","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_0349"
"STMMW_32201",-0.0242924790841439,8.48511236340931,0.136153544528754,0.720277100943384,0.865102436566196,"fadH","2,4-dienoyl-CoA reductase [NADPH] (ec 1.3.1.34) (2,4-dienoyl coenzyme A reductase)","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_3192"
"STMMW_35181",-0.0196040608699418,9.25605262991261,0.136097555730938,0.720331815415574,0.865102436566196,"STMMW_35181","putative glycerol dehydrogenase","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_3496"
"STMMW_27331",0.127868485045834,3.05326431127888,0.136082477985,0.720346552195315,0.865102436566196,"STMMW_27331","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_2751"
"STMMW_25381",0.0798668117230884,4.43252939397011,0.136032620878342,0.720395288516398,0.865102436566196,"yfgM","putative membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2483"
"STMMW_10301",0.0528079163361439,5.99429322113506,0.135852578776165,0.720571368715543,0.865102436566196,"STMMW_10301","predicted prophage protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_10301"
"STMMW_31932",0.0421516600452636,6.79797027300572,0.135740884981583,0.720680671980548,0.865102436566196,"STMMW_31932","phage holin","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_31932"
"STMMW_ncRNA_198",-0.117998296214405,3.58007746174935,0.135176891468654,0.721233384547392,0.865451197988287,"STnc3830","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_198"
"STMMW_ncRNA_223",0.173539979590822,2.35264779081279,0.135079069240424,0.721329384713603,0.865451197988287,"STnc1660","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_223"
"STMMW_23041",0.0299158049627571,7.76742932469821,0.134887940465808,0.721517068618629,0.865451197988287,"STMMW_23041","putative transmembrane transport protein","Chromosome","FDR>=0.05",NA,"EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","SL1344_2249"
"STMMW_32361",0.0398156885584149,6.6885822277489,0.134509666222251,0.721888975064639,0.865451197988287,"yhaK","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3208"
"STMMW_17611",-0.0926700828704967,3.92280570178692,0.134485475415963,0.721912779038011,0.865451197988287,"ychN","conserved hypothetical protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1697"
"STMMW_39851",-0.0197716211292986,9.17499768989946,0.134353430663628,0.722042755564723,0.865451197988287,"yihS","conserved hypothetical protein","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3967"
"SLT-BT0901",-0.0275611617332241,7.91302528055914,0.133261733431321,0.723120169427853,0.866528274245147,"SLT-BT0901","conjugative transfer protein","pSLT-BT","FDR>=0.05",NA,NA,"no category","no theme","SLT-BT0901"
"STMMW_ncRNA_161",0.0902787896918337,4.17293759759559,0.132856898142255,0.72352099254806,0.866684627906802,"STnc1560","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_161"
"STMMW_34041",-0.0322407247605666,7.33499662865519,0.132768772242932,0.72360833770345,0.866684627906802,"STMMW_34041","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_3378"
"STMMW_18311",0.0338930106488963,6.97137693868978,0.132109727890029,0.724262597763842,0.867178571853497,"kdgR","transcriptional regulator KdgR","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_1771"
"STMMW_12311",0.0544240910148967,5.55570019920086,0.131993039317149,0.724378633690251,0.867178571853497,"potD","spermidine/putrescine-binding periplasmic protein precursor","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1159"
"STMMW_41131",0.0304402951873117,7.67351593146436,0.131719439417235,0.724650933593044,0.86729029987451,"thiG","thiamine biosynthesis protein","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_4099"
"STMMW_28241",0.0469588979720208,6.2203294609559,0.130754061286459,0.72561431684112,0.868228883805449,"sitB","Iron transport protein, ATP-binding component","Chromosome","FDR>=0.05","SPI-1","P","Inorganic ion transport and metabolism","Metabolism","SL1344_2842"
"STMMW_15171",-0.0671304201547218,4.92415295278426,0.130135745087469,0.726233492001746,0.868657290305862,"ydeD","putative membrane protein","Chromosome","FDR>=0.05","-","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","SL1344_1447"
"STMMW_12601",0.0490957329997099,6.34743194412552,0.12994232293197,0.726427527705732,0.868657290305862,"STMMW_12601","putative cytochrome","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_1189"
"STMMW_44672",0.0445266120757801,6.35080757548167,0.129860050655585,0.726510110938848,0.868657290305862,"yjiS","putative cytoplasmic protein","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_44672"
"STMMW_31031",0.0641921882472022,6.04685224924429,0.129874461896111,0.726698134167415,0.8686677745869,"hybG","hydrogenase-2 component protein","Chromosome","FDR>=0.05","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_3117"
"STMMW_01551",-0.0168061805945359,9.56572314938227,0.128556369206867,0.727822724966763,0.869422490933366,"STMMW_01551","putative symporter","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_0149"
"STMMW_31451",0.0520497863273674,7.41586732087387,0.130754342909902,0.727825435754617,0.869422490933366,"nudF","conserved hypothetical protein","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_3159"
"STMMW_06291",0.0347935525852684,7.82924198007027,0.128511798093778,0.727867735393452,0.869422490933366,"ykgC","probable pyridine nucleotide-disulfide oxidoreductase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0552"
"STMMW_24701",0.0827939341523518,7.90960947299824,0.139066982372062,0.72805135783841,0.869427520967209,"hemF","Coprogen oxidase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2414"
"STMMW_39601",-0.0659530973529833,4.91302808447648,0.127948229523935,0.728437628039869,0.869644829402815,"yihD","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3943"
"STMMW_27841",0.0498710270518312,6.1337585397954,0.12779557415539,0.728592242545486,0.869644829402815,"luxS","AI-2 synthesis protein","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2802"
"STMMW_16831",-0.0998820432508393,4.44093875646258,0.127426365457867,0.729021049498773,0.869748347168577,"pspC","phage shock protein C","Chromosome","FDR>=0.05","-","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","SL1344_1618"
"STMMW_44591",-0.0488962900323354,6.02848144908107,0.1273561194923,0.729037925340231,0.869748347168577,"yjiG","putative membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4444"
"STMMW_35511",0.0182806810168942,9.19923383384431,0.127058930066653,0.729339823282661,0.869894359741022,"livM","high-affinity branched-chain amino acid transport system permease protein","Chromosome","FDR>=0.05","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_3528"
"STMMW_43981",-0.0280723190413183,8.13905336301293,0.126626754410438,0.729779564351448,0.870125946937016,"treC","trehalose-6-phosphate hydrolase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4384"
"STMMW_02811",-0.0791460849223549,4.87870825626919,0.126515305795179,0.72989310241415,0.870125946937016,"STMMW_02811","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0272"
"STMMW_25851",-0.0401196138016058,6.40623204062793,0.126054324575523,0.730363331664203,0.870472382008049,"yfhB","putative membrane protein","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2531"
"STMMW_ncRNA_184",0.0841484369819448,5.19185540988989,0.125878470713183,0.730833416598428,0.870764087639135,"IsrL","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_184"
"STMMW_27901",-0.0558064401099547,5.58628423382482,0.125463482459155,0.730967459454396,0.870764087639135,"oraA","Regulatory protein recX","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2808"
"STMMW_22412",-0.0512790223505477,5.97717886461043,0.125150234990729,0.731288406799369,0.870932322278137,"yeiW","proteinase inhibitor","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_22412"
"STMMW_15521",0.0889543359412095,4.91357757441174,0.125118124561707,0.731519737379958,0.870993770846014,"STMMW_15521","putative aminotransferase","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_1487"
"STMMW_24611",0.0324607599208755,7.09724624257358,0.124363973663207,0.732096011260468,0.871465799697428,"cysW","sulphate transport system permease protein CysW","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_2405"
"STMMW_01661",-0.0340162161607943,6.96621044528004,0.124084819721267,0.732383440206949,0.871593848537052,"yacL","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0161"
"STMMW_13361",0.132713334389554,2.78707321395226,0.123421161466486,0.733068248372799,0.872194630889905,"STMMW_13361","putative membrane protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_1264"
"STMMW_17631",0.0352532817434667,6.79181225215023,0.123172466126445,0.733325407398255,0.872286432069697,"chaA","putative calcium/proton antiporter","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1699"
"STMMW_43821",-0.0628697685265495,4.94644101773837,0.122856026354305,0.733653042505721,0.872461998523368,"STMMW_43821","conserved hypothetical protein (pseudogene)","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","SL1344_4369A"
