locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_37541,yicL,3988570,3989472,1,5365,0.694352159468439,903,627,putative membrane protein,not required
STMMW_37551,STMMW_37551,3989515,3990456,-1,1337,0.395966029723992,942,373,conserved hypothetical protein,not required
STMMW_37561,STMMW_37561,3990692,3991435,-1,1041,0.381720430107527,744,284,conserved hypothetical protein,not required
STMMW_37571,STMMW_37571,3991425,3992530,-1,1610,0.385171790235081,1106,426,putative transferase (pseudogene),not required
STMMW_37581,STMMW_37581,3992534,3993394,-1,864,0.310104529616725,861,267,putative PTS system protein,not required
STMMW_37591,STMMW_37591,3993391,3994140,-1,1318,0.436,750,327,putative PTS system protein,not required
STMMW_37601,STMMW_37601,3994286,3994771,-1,370,0.201646090534979,486,98,putative PTS system protein,not required
STMMW_37611,STMMW_37611,3994782,3995207,-1,734,0.352112676056338,426,150,putative PTS system protein,not required
STMMW_37621,STMMW_37621,3995426,3998224,-1,4053,0.395141121829225,2799,1106,putative NtrC-family transcriptional regulator,not required
STMMW_37631,STMMW_37631,3998421,3998714,1,232,0.316326530612245,294,93,putative secreted protein,not required
STMMW_37641,STMMW_37641,3998820,4000202,1,1173,0.269703543022415,1383,373,putative glycosyl hydrolase,not required
STMMW_37651,nepI,4000262,4001455,-1,956,0.245393634840871,1194,293,putative inner membrane transport protein,not required
STMMW_37661,STMMW_37661,4001671,4002030,1,380,0.294444444444444,360,106,conserved hypothetical protein,not required
STMMW_37671,STMMW_37671,4002014,4002337,1,462,0.324074074074074,324,105,putative DNA-binding protein,not required
STMMW_37681,STMMW_37681,4002428,4002697,-1,356,0.314814814814815,270,85,putative phosphocarrier protein of PTS system,not required
STMMW_37691,STMMW_37691,4002707,4003567,-1,1345,0.314750290360046,861,271,"fructose-1,6-bisphosphate aldolase, class II",not required
STMMW_37701,STMMW_37701,4003630,4005114,-1,5744,0.646464646464647,1485,960,putative sugar (pentulose and hexulose) kinase,not required
STMMW_37711,STMMW_37711,4005107,4006465,-1,6864,0.733627667402502,1359,997,"PTS system, galactitol-specific IIC component",not required
STMMW_37721,STMMW_37721,4006541,4006828,-1,123,0.263888888888889,288,76,putative IIB component of PTS system,not required
STMMW_37731,STMMW_37731,4006825,4007298,-1,1437,0.613924050632911,474,291,"putative phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2",not required
STMMW_37741,STMMW_37741,4007316,4008059,-1,492,0.291666666666667,744,217,putative GntR-family transcriptional regulator,not required
STMMW_37751,yicN,4008412,4008864,-1,366,0.300220750551876,453,136,putative exported protein,not required
STMMW_37761,uhpT,4009057,4010448,-1,1459,0.309626436781609,1392,431,hexosephosphate transport protein,not required
STMMW_37771,uhpC,4010591,4011919,-1,1653,0.361926260346125,1329,481,regulatory protein,not required
STMMW_37781,uhpB,4011929,4013431,-1,2415,0.387225548902196,1503,582,two-component system sensor histidine kinase,not required
STMMW_37791,uhpA,4013431,4014021,-1,574,0.262267343485618,591,155,two-component system response regulator protein,not required
STMMW_37801,STMMW_37801,4014096,4015109,-1,1137,0.321499013806706,1014,326,hypothetical protein,not required
STMMW_37811,STMMW_37811,4015121,4016437,-1,1596,0.319665907365224,1317,421,probable permease,not required
STMMW_37821,STMMW_37821,4016468,4017388,-1,1933,0.509229098805646,921,469,putative carbohydrate kinase,not required
STMMW_37831,STMMW_37831,4017713,4018498,1,381,0.180661577608142,786,142,putative deoR-family transcriptional regulator,not required
STMMW_37841,ilvN,4018500,4018790,-1,74,0.0927835051546392,291,27,"acetohydroxy acid synthase I, small subunit",not required
STMMW_37851,ilvB,4018794,4020482,-1,1039,0.22202486678508,1689,375,"acetohydroxy acid synthase I, small subunit",not required
STMMW_37852,ivbL,4020589,4020687,-1,85,0.232323232323232,99,23,IlvBN operon leader peptide,not required
STMMW_37861,STMMW_37861,4021210,4021305,1,108,0.291666666666667,96,28,conserved hypothetical protein,not required
STMMW_37871,STMMW_37871,4021321,4021410,1,79,0.255555555555556,90,23,putative LexA-regulated protein TisB,not required
STMMW_37881,STMMW_37881,4021503,4022363,1,1046,0.320557491289199,861,276,putative membrane protein,not required
STMMW_37891,emrD,4022665,4023750,1,2303,0.430018416206262,1086,467,multidrug resistance protein D,not required
STMMW_37901,STMMW_37901,4023677,4024762,-1,2300,0.411602209944751,1086,447,hypothetical protein,not required
STMMW_37911,dsdC,4024826,4025749,-1,779,0.268398268398268,924,248,D-serine deaminase activator,not required
STMMW_37921,dsdX,4025975,4027312,1,1945,0.356502242152466,1338,477,DsdX permease,not required
STMMW_37931,dsdA,4027330,4028652,1,1722,0.381708238851096,1323,505,D-serine dehydratase,not required
STMMW_37941,yidF,4028734,4029264,-1,577,0.355932203389831,531,189,conserved hypothetical protein,not required
STMMW_37951,yidG,4029261,4029623,-1,183,0.18732782369146,363,68,putative membrane protein,not required
STMMW_37961,yidH,4029613,4029960,-1,161,0.14367816091954,348,50,putative membrane protein,not required
STMMW_37971,yidE,4030404,4032065,-1,2560,0.409747292418773,1662,681,putative membrane protein,not required
STMMW_37981,hslS,4032255,4032683,-1,556,0.426573426573427,429,183,heat shock protein B,not required
STMMW_37991,hslT,4032793,4033206,-1,1194,0.628019323671498,414,260,heat shock protein A,not required
STMMW_38001,yidQ,4033513,4033848,1,610,0.467261904761905,336,157,putative lipoprotein,not required
STMMW_38011,yidR,4033850,4035076,-1,3007,0.506927465362673,1227,622,putative ATP/GTP-binding protein,not required
STMMW_38021,ccmH1,4035198,4036241,-1,2142,0.443486590038314,1044,463,cytochrome c-type biogenesis protein H1,not required
STMMW_38022,ccmG1,4036238,4036795,-1,1036,0.510752688172043,558,285,"cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase",not required
STMMW_38023,ccmF1,4036792,4038723,-1,5049,0.586438923395445,1932,1133,cytochrome c heme lyase subunit CcmF,not required
STMMW_38024,ccmE1,4038720,4039199,-1,1369,0.583333333333333,480,280,"cytochrome c-type biogenesis protein CcmE, heme chaperone",not required
STMMW_38025,ccmD1,4039196,4039369,-1,310,0.448275862068966,174,78,"cytochrome c-type biogenesis protein CcmD, interacts with CcmCE",not required
STMMW_38026,ccmC1,4039405,4040151,-1,1834,0.511378848728246,747,382,"cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE",not required
STMMW_38027,ccmB1,4040194,4040850,-1,1323,0.453576864535769,657,298,"ABC transporter involved in cytochrome c biogenesis, CcmB subunit",not required
STMMW_38031,ccmA1,4040850,4041467,-1,1482,0.496763754045307,618,307,cytochrome C biogenesis ATP-binding export protein,not required
STMMW_38041,yhjA,4041473,4042873,-1,4191,0.491077801570307,1401,688,probable cytochrome c peroxidase,not required
STMMW_38051,torD,4043063,4043695,-1,858,0.484992101105845,633,307,TorD protein,not required
STMMW_38061,torA,4043688,4046240,-1,4683,0.439874657265962,2553,1123,trimethylamine-N-oxide reductase precursor,not required
STMMW_38071,torC,4046230,4047414,-1,2155,0.449789029535865,1185,533,cytochrome C-type protein,not required
STMMW_38081,torR,4047544,4048236,1,1297,0.458874458874459,693,318,torCAD operon transcriptional regulatory protein,not required
STMMW_38091,torT,4048209,4049249,-1,1655,0.415946205571566,1041,433,Solute binding receptor protein,not required
STMMW_38101,torS,4049329,4052064,1,3865,0.399122807017544,2736,1092,Two-component sensor protein histidine protein kinase,not required
STMMW_38111,dgoT,4052090,4053427,-1,2061,0.419282511210762,1338,561,D-galactonate transporter,not required
STMMW_38121,dgoD,4053512,4054660,-1,2110,0.457789382071366,1149,526,galactonate dehydratase (ec 4.1.2.21) (ec 4.2.1.6),not required
STMMW_38131,dgoA,4054657,4055274,-1,1135,0.456310679611651,618,282,2-dehydro-3-deoxy-6-phosphogalactonate aldolase (ec 4.1.2.21) (6-phospho-2-dehydro-3-deoxygalactonate aldolase) (2-oxo-3-deoxygalactonate 6-phosphate aldolase),not required
STMMW_38141,dgoK,4055258,4056136,-1,1371,0.43230944254835,879,380,2-dehydro-3-deoxygalactonokinase (ec 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase),not required
STMMW_38151,dgoR,4056133,4056822,-1,899,0.368115942028986,690,254,galactonate operon transcriptional repressor,not required
STMMW_38161,yidA,4057083,4057928,-1,879,0.335697399527187,846,284,conserved hypothetical protein,not required
STMMW_38171,STMMW_38171,4058234,4059496,1,2714,0.508313539192399,1263,642,putative membrane transport protein,not required
STMMW_38181,STMMW_38181,4059510,4060703,1,820,0.257118927973199,1194,307,possible racemase,not required
STMMW_38191,STMMW_38191,4060818,4061714,1,459,0.193979933110368,897,174,putative LysR-family transcriptioanl regulator,not required
STMMW_38201,gyrB,4061733,4064147,-1,15,0.00538302277432712,2415,13,DNA gyrase subunit B,required
STMMW_38211,recF,4064176,4065249,-1,539,0.189944134078212,1074,204,recF protein,not required
STMMW_38221,dnaN,4065397,4066497,-1,34,0.00999091734786558,1101,11,DNA polymerase III beta-subunit,required
STMMW_38231,dnaA,4066502,4067902,-1,0,0,1401,0,chromosomal replication initiator protein,required
STMMW_38241,rpmH,4068563,4068703,1,0,0,141,0,50S ribosomal protein L34,required
STMMW_38251,rnpA,4068720,4069079,1,50,0.0277777777777778,360,10,"RNase P, protein component",required
STMMW_38261,STMMW_38261,4069043,4069300,1,307,0.248062015503876,258,64,conserved hypothetical protein,not required
STMMW_38271,yidC,4069303,4070949,1,220,0.0103217972070431,1647,17,putative membrane protein,required
STMMW_38281,thdF,4071091,4072455,1,82,0.0161172161172161,1365,22,thiophene and furan oxidation protein,required
STMMW_38291,intA,4072711,4073931,1,1083,0.25962325962326,1221,317,phage integrase (pseudogene),not required
STMMW_38301,STMMW_38301,4074256,4075218,1,571,0.105919003115265,963,102,hypothetical protein,not required
STMMW_38311,STMMW_38311,4075284,4076153,1,33,0.0149425287356322,870,13,reverse transcriptase,required
STMMW_38321,yidY,4076955,4078142,1,1462,0.361111111111111,1188,429,putative membrane transport protein,not required
STMMW_38331,yidZ,4078111,4079070,1,1340,0.407291666666667,960,391,putative LysR-family transcriptional regulator,not required
STMMW_38341,yieE,4079228,4079983,1,1042,0.388888888888889,756,294,conserved hypothetical protein,not required
STMMW_38351,yieF,4079983,4080567,1,1201,0.473504273504273,585,277,conserved hypothetical protein,not required
STMMW_38361,yieG,4080612,4082075,-1,3665,0.530737704918033,1464,777,putative membrane transport protein,not required
STMMW_38371,yieH,4082118,4082783,1,1478,0.545045045045045,666,363,putative hydrolase,not required
STMMW_38381,phoU,4082878,4083603,-1,89,0.0454545454545455,726,33,phosphate transport system regulatory protein,required
STMMW_38391,pstB,4083618,4084391,-1,67,0.0490956072351421,774,38,phosphate transport ATP-binding protein,ambiguous
STMMW_38401,pstA,4084478,4085368,-1,374,0.164983164983165,891,147,phosphate transport system permease protein,not required
STMMW_38411,pstC,4085368,4086327,-1,284,0.10625,960,102,phosphate transport system permease protein,not required
STMMW_38421,pstS,4086463,4087503,-1,280,0.123919308357349,1041,129,periplasmic phosphate-binding protein,not required
STMMW_38431,STMMW_38431,4087670,4089043,-1,3901,0.590975254730713,1374,812,probable PTS system permease,not required
STMMW_38441,STMMW_38441,4089092,4089910,-1,1940,0.571428571428571,819,468,putative shikimate 5-dehydrogenase,not required
STMMW_38451,STMMW_38451,4090005,4091762,1,3996,0.493174061433447,1758,867,conserved hypothetical protein,not required
STMMW_38461,glmS,4091913,4093742,-1,70,0.0207650273224044,1830,38,glucosamine--fructose-6-phosphate aminotransferase,required
STMMW_38471,glmU,4093931,4095301,-1,46,0.00948212983223924,1371,13,UDP-n-acetylglucosamine pyrophosphorylase,required
STMMW_38481,STMMW_38481,4095621,4096319,-1,863,0.404864091559371,699,283,putative membrane protein,not required
STMMW_38491,atpC,4096549,4096968,-1,2,0.00238095238095238,420,1,ATP synthase epsilon subunit,required
STMMW_38501,atpD,4096989,4098371,-1,21,0.00867678958785249,1383,12,ATP synthase beta subunit,required
STMMW_38511,atpG,4098398,4099261,-1,5,0.00347222222222222,864,3,ATP synthase gamma subunit,required
STMMW_38521,atpA,4099312,4100853,-1,7,0.00324254215304799,1542,5,ATP synthase alpha subunit,required
STMMW_38531,atpH,4100866,4101399,-1,1,0.00187265917602996,534,1,ATP synthase delta subunit,required
STMMW_38541,atpF,4101414,4101884,-1,4,0.00636942675159236,471,3,ATP synthase subunit B,required
STMMW_38542,atpE,4101944,4102183,-1,1,0.00416666666666667,240,1,ATP synthase C chain,required
STMMW_38551,atpB,4102230,4103045,-1,5,0.00245098039215686,816,2,ATP synthase A chain,required
STMMW_38561,atpI,4103054,4103434,-1,4,0.0078740157480315,381,3,ATP synthase protein I,required
STMMW_38571,gidB,4104050,4104673,-1,1240,0.450320512820513,624,281,glucose inhibited division protein,not required
STMMW_38581,gidA,4104776,4106665,-1,113,0.0232804232804233,1890,44,glucose inhibited division protein,required
STMMW_38591,mioC,4107044,4107487,-1,379,0.207207207207207,444,92,MioC protein,not required
STMMW_38601,asnCb,4107577,4108035,-1,488,0.387799564270152,459,178,regulatory protein,not required
STMMW_38611,asnA,4108186,4109178,1,1926,0.436052366565962,993,433,asparagine synthetase A,not required
STMMW_38621,yieM,4109183,4110583,-1,2167,0.401855817273376,1401,563,conserved hypothetical protein,not required
STMMW_38631,yieN,4110628,4112124,-1,2983,0.468269873079492,1497,701,conserved hypothetical protein,not required
STMMW_38641,kup,4112472,4114340,1,248,0.0781166399143927,1869,146,membrane transport protein,not required
STMMW_38651,rbsD,4114537,4114956,1,774,0.44047619047619,420,185,high affinity ribose transport protein RbsD,not required
STMMW_38661,rbsA,4114964,4116469,1,2086,0.395750332005312,1506,596,high affinity ribose transport protein,not required
STMMW_38671,rbsC,4116475,4117440,1,1497,0.395445134575569,966,382,high affinity ribose transport protein,not required
STMMW_38681,rbsB,4117465,4118355,1,1079,0.352413019079686,891,314,D-ribose-binding periplasmic protein,not required
STMMW_38691,rbsK,4118489,4119418,1,1557,0.401075268817204,930,373,ribokinase,not required
STMMW_38701,rbsR,4119422,4120420,1,2385,0.478478478478478,999,478,ribose operon repressor,not required
STMMW_38711,yieO,4120386,4121813,-1,2437,0.441176470588235,1428,630,putative transmembrane efflux protein,not required
STMMW_38721,yieP,4121825,4122529,-1,1426,0.530496453900709,705,374,hypothetical 20.8 kDa protein in rbsr-rrsc intergenic region,not required
STMMW_38731,yifA,4128421,4129269,-1,7,0.00824499411071849,849,7,possible LysR-family transcriptional regulatory protein,required
STMMW_38741,yifE,4129376,4129714,1,4,0.0117994100294985,339,4,conserved hypothetical protein,required
STMMW_38751,comM,4129739,4131259,-1,1207,0.261669953977646,1521,398,Putative competence protein (chelatase),not required
STMMW_38752,STMMW_38752,4131611,4131709,1,98,0.292929292929293,99,29,hypothetical protein,not required
STMMW_38761,ilvG,4131849,4133495,1,4555,0.463873709775349,1647,764,acetolactate synthase large subunit,not required
STMMW_38771,ilvM,4133495,4133755,1,568,0.42911877394636,261,112,"acetohydroxy acid synthase II, small subunit",not required
STMMW_38781,ilvE,4133773,4134702,1,9,0.00752688172043011,930,7,branched-chain amino-acid aminotransferase,required
STMMW_38791,ilvD,4134863,4136713,1,152,0.0162074554294976,1851,30,dihydroxyacid dehydratase,required
STMMW_38801,ilvA,4136716,4138260,1,27,0.0129449838187702,1545,20,threonine deaminase,required
STMMW_38811,STMMW_38811,4138544,4138861,1,347,0.333333333333333,318,106,conserved hypothetical protein,not required
STMMW_38821,STMMW_38821,4138858,4139199,1,406,0.383040935672515,342,131,conserved hypothetical protein,not required
STMMW_38831,ilvY,4139202,4140089,-1,972,0.36036036036036,888,320,LysR-family regulatory protein for ilvC expression,not required
STMMW_38841,ilvC,4140253,4141728,1,119,0.024390243902439,1476,36,ketol-acid reductoisomerase,required
STMMW_38851,ppiC,4141820,4142101,-1,365,0.411347517730496,282,116,peptidyl-prolyl cis-trans isomerase C,not required
STMMW_38861,STMMW_38861,4142106,4142411,1,793,0.516339869281046,306,158,,not required
STMMW_38871,STMMW_38871,4142429,4142539,1,287,0.54954954954955,111,61,,not required
STMMW_38881,rep,4142639,4144663,1,54,0.0158024691358025,2025,32,ATP-dependent DNA helicase,required
STMMW_38891,gppA,4144703,4146184,-1,1168,0.301619433198381,1482,447,"guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (guanosine pentaphosphatase)",not required
STMMW_38901,rhlB,4146303,4147568,-1,782,0.247235387045814,1266,313,putative ATP-dependent RNA helicase,not required
STMMW_38911,trxA,4147712,4148041,1,107,0.154545454545455,330,51,thioredoxin,not required
STMMW_38921,rho,4148460,4149719,1,10,0.00476190476190476,1260,6,transcription termination factor,required
STMMW_38931,rfe,4149949,4151052,1,3110,0.569746376811594,1104,629,putative undecaprenyl-phosphate alpha-N- acetylglucosaminyltransferase,not required
STMMW_38941,wzzE,4151064,4152110,1,2067,0.48901623686724,1047,512,lipopolysaccharide biosynthesis protein,not required
STMMW_38951,rffE,4152166,4153296,1,4104,0.634836427939876,1131,718,UDP-N-acetyl-D-glucosamine 2-epimerase,not required
STMMW_38961,rffD,4153293,4154555,1,3033,0.472684085510689,1263,597,UDP-ManNAc dehydrogenase,not required
STMMW_38971,rffG,4154555,4155622,1,1991,0.441011235955056,1068,471,UDP-N-acetylglucosamine epimerase (UDP-GlcNAc-2- epimerase),not required
STMMW_38981,rffH,4155655,4155879,1,311,0.373333333333333,225,84,glucose-1-phosphate thymidylyltransferase,not required
STMMW_38991,rffC,4155986,4156534,1,475,0.304189435336976,549,167,lipopolysaccharide biosynthesis protein,not required
STMMW_39001,rffA,4156539,4157669,1,2368,0.488063660477454,1131,552,lipopolysaccharide biosynthesis protein,not required
STMMW_39011,wzxE,4157671,4158921,1,545,0.163868904876099,1251,205,putative lipopolysaccharide biosynthesis protein,not required
STMMW_39021,STMMW_39021,4158918,4159997,1,2028,0.423148148148148,1080,457,conserved hypothetical protein,not required
STMMW_39031,rffT,4159994,4161352,1,103,0.0286975717439294,1359,39,probable 4-alpha-l-fucosyltransferase,required
STMMW_39041,rffM,4161349,4162089,1,1544,0.488529014844804,741,362,probable UDP-N-acetyl-D-mannosaminuronic acid transferase,not required
STMMW_39051,yifK,4162296,4163681,1,1570,0.325396825396825,1386,451,probable amino acid permease,not required
STMMW_39061,hemY,4164798,4165937,-1,837,0.264035087719298,1140,301,porphyrin biosynthetic protein,not required
STMMW_39071,hemX,4165997,4167166,-1,497,0.177777777777778,1170,208,uroporphyrinogen III methylase,not required
STMMW_39081,hemD,4167188,4167928,-1,56,0.0350877192982456,741,26,uroporphyrinogen III synthase,required
STMMW_39091,hemC,4167925,4168881,-1,24,0.0125391849529781,957,12,porphobilinogen deaminase,required
STMMW_39101,cyaA,4169243,4171789,1,403,0.0667451904201021,2547,170,adenylate cyclase,ambiguous
STMMW_39111,STMMW_39111,4171897,4172250,1,837,0.454802259887006,354,161,putative inner membrane protein,not required
STMMW_39121,STMMW_39121,4172436,4172978,1,289,0.232044198895028,543,126,putative inner membrane protein,not required
STMMW_39131,STMMW_39131,4172990,4173352,1,1336,0.721763085399449,363,262,conserved hypothetical protein,not required
STMMW_39141,cyaY,4173423,4173743,-1,141,0.208722741433022,321,67,CyaY protein,not required
STMMW_39151,STMMW_39151,4173813,4174202,-1,567,0.402564102564103,390,157,putative membrane protein,not required
STMMW_39161,STMMW_39161,4174190,4174712,-1,734,0.403441682600382,523,211,possible exported protein (pseudogene),not required
STMMW_39171,yifL,4174898,4175101,1,237,0.392156862745098,204,80,putative lipoprotein,not required
STMMW_39181,dapF,4175135,4175962,1,29,0.0193236714975845,828,16,diaminopimelate epimerase,required
STMMW_39191,yigA,4175959,4176666,1,1174,0.403954802259887,708,286,conserved hypothetical protein,not required
STMMW_39201,xerC,4176663,4177565,1,52,0.026578073089701,903,24,integrase/recombinase,required
STMMW_39211,yigB,4177565,4178281,1,872,0.350069735006974,717,251,conserved hypothetical protein,not required
STMMW_39221,uvrD,4178417,4180579,1,2097,0.30328247803976,2163,656,DNA helicase II,not required
STMMW_39231,corA,4181051,4182001,1,454,0.206098843322818,951,196,magnesium and cobalt transport protein,not required
STMMW_39241,yigF,4182050,4182430,-1,504,0.20997375328084,381,80,putative membrane protein,not required
STMMW_39251,yigG,4182446,4182904,-1,173,0.174291938997821,459,80,putative membrane protein,not required
STMMW_39261,rarD,4182939,4183823,-1,1267,0.432768361581921,885,383,chloramphenicol-sensitive protein RarD,not required
STMMW_39271,yigI,4183867,4184352,-1,552,0.325102880658436,486,158,conserved hypothetical protein,not required
STMMW_39281,pldA,4184622,4185368,1,1419,0.475234270414993,747,355,detergent-resistant phospholipase A,not required
STMMW_39291,recQ,4185434,4187281,1,2764,0.395562770562771,1848,731,ATP-dependent DNA helicase,not required
STMMW_39301,rhtC,4187345,4187965,1,989,0.394524959742351,621,245,threonine efflux protein,not required
STMMW_39311,rhtB,4188005,4188625,-1,1073,0.421900161030596,621,262,homoserine/homoserine lactone efflux protein,not required
STMMW_39321,pldB,4188736,4189752,1,2221,0.462143559488692,1017,470,lysophospholipase L2,not required
STMMW_39331,yigL,4189768,4190568,1,1829,0.47940074906367,801,384,conserved hypothetical protein,not required
STMMW_39341,yigM,4190649,4191548,1,1813,0.484444444444444,900,436,putative membrane protein,not required
STMMW_39351,metR,4191436,4192389,-1,129,0.0461215932914046,954,44,trans-activator of metE and metH,required
STMMW_39361,metE,4192638,4194902,1,40,0.01280353200883,2265,29,5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase,required
STMMW_39371,STMMW_39371,4195246,4196589,1,3100,0.514136904761905,1344,691,putative regulatory protein,not required
STMMW_39381,dlhH,4196669,4197481,-1,1463,0.446494464944649,813,363,putative hydrolase,not required
STMMW_39391,udp,4197740,4198501,1,1301,0.412073490813648,762,314,uridine phosphorylase,not required
STMMW_39401,yigN,4198641,4200071,1,2237,0.410901467505241,1431,588,putative membrane protein,not required
STMMW_39411,ubiE,4200167,4200922,1,39,0.0105820105820106,756,8,ubiquinone/menaquinone biosynthesis methyltransferase UbiE,required
STMMW_39421,yigP,4200932,4201537,1,11,0.0132013201320132,606,8,conserved hypothetical protein,required
STMMW_39431,aarF,4201534,4203174,1,4,0.0012187690432663,1641,2,ubiquinone biosynthesis protein,required
STMMW_39441,tatA,4203380,4203634,1,741,0.568627450980392,255,145,Sec-independent protein translocase protein,not required
STMMW_39451,tatB,4203638,4204186,1,2629,0.697632058287796,549,383,Sec-independent protein translocase protein,not required
STMMW_39461,tatC,4204189,4204968,1,3263,0.603846153846154,780,471,Sec-independent protein translocase protein,not required
STMMW_39471,tatD,4205010,4205792,1,1636,0.467432950191571,783,366,putative deoxyribonuclease,not required
STMMW_39481,rfaH,4205800,4206288,-1,46,0.0449897750511247,489,22,transcriptional activator,required
STMMW_39491,yigC,4206474,4207952,1,23,0.00811359026369168,1479,12,conserved hypothetical protein,required
STMMW_39501,fre,4208038,4208739,1,21,0.0213675213675214,702,15,flavin reductase,required
STMMW_39511,STMMW_39511,4208993,4210816,1,3710,0.484649122807018,1824,884,possible transferase,not required
STMMW_39521,fadA,4211013,4212176,-1,2835,0.508591065292096,1164,592,small (beta) subunit of the fatty acid-oxidizing multienzyme complex,not required
STMMW_39531,fadB,4212186,4214375,-1,3447,0.405936073059361,2190,889,large (alpha) subunit of the fatty acid- oxidizing multienzyme complex,not required
STMMW_39541,pepQ,4214565,4215896,1,2486,0.422672672672673,1332,563,proline dipeptidase,not required
STMMW_39551,yigZ,4215896,4216510,1,1162,0.510569105691057,615,314,conserved hypothetical protein,not required
STMMW_39561,trkH,4216549,4218000,1,628,0.183884297520661,1452,267,Trk system potassium uptake protein,not required
STMMW_39571,hemG,4218012,4218557,1,8,0.0128205128205128,546,7,protoporphyrinogen oxidase,required
STMMW_39581,mobB,4224453,4224968,-1,265,0.180232558139535,516,93,molybdopterin-guanine dinucleotide biosynthesis protein B,not required
STMMW_39591,mobA,4224965,4225549,-1,361,0.222222222222222,585,130,molybdopterin-guanine dinucleotide biosynthesis protein A,not required
STMMW_39601,yihD,4225619,4225888,1,86,0.144444444444444,270,39,conserved hypothetical protein,not required
STMMW_39611,rodA,4225965,4226951,1,665,0.219858156028369,987,217,conserved hypothetical protein,not required
STMMW_39621,dsbA,4226968,4227591,1,0,0,624,0,thiol:disulfide interchange protein,required
STMMW_39631,yihG,4227604,4228512,-1,804,0.309130913091309,909,281,putative acyltransferase,not required
STMMW_39641,polA,4228900,4231686,1,37,0.00287047003946896,2787,8,DNA polymerase I,required
STMMW_39651,engB,4232021,4232620,-1,52,0.0416666666666667,600,25,ATP/GTP-binding protein,required
STMMW_39661,STMMW_39661,4232893,4233117,1,210,0.248888888888889,225,56,hypothetical protein,not required
STMMW_39671,yihI,4233236,4233739,1,460,0.291666666666667,504,147,conserved hypothetical protein,not required
STMMW_39681,hemN,4233928,4235301,1,1259,0.296215429403202,1374,407,oxygen-independent coproporphyrinogen III oxidase,not required
STMMW_39682,yshB,4235391,4235501,-1,375,0.657657657657658,111,73,hypothetical protein,not required
STMMW_39691,glnG,4235614,4237023,-1,5,0.00283687943262411,1410,4,"two-component system, response regulator",required
STMMW_39701,glnL,4237032,4238081,-1,32,0.0133333333333333,1050,14,Two-component system sensory histidine kinase,required
STMMW_39711,glnA,4238356,4239765,-1,61,0.00709219858156028,1410,10,glutamine synthetase,required
STMMW_39721,STMMW_39721,4239744,4240172,-1,226,0.186480186480186,429,80,conserved hypothetical protein,not required
STMMW_39731,typA,4240141,4241964,1,2783,0.359100877192982,1824,655,GTP-binding protein,not required
STMMW_39741,STMMW_39741,4242019,4242753,-1,1431,0.461224489795918,735,339,conserved hypothetical protein,not required
STMMW_39751,STMMW_39751,4242738,4243616,-1,1729,0.508532423208191,879,447,hypothetical protein,not required
STMMW_39761,STMMW_39761,4243613,4244854,-1,2682,0.466183574879227,1242,579,putative coproporphyrinogen III oxidase,not required
STMMW_39771,STMMW_39771,4244856,4245731,-1,3712,0.670091324200913,876,587,hypothetical protein,not required
STMMW_39781,STMMW_39781,4245724,4246749,-1,3742,0.712475633528265,1026,731,conserved hypothetical protein,not required
STMMW_39791,STMMW_39791,4246762,4247610,-1,4214,0.676089517078916,849,574,hypothetical protein,not required
STMMW_39801,ompL,4247767,4248459,-1,103,0.088023088023088,693,61,putative exported protein,not required
STMMW_39811,yihO,4248527,4249948,-1,3039,0.543600562587904,1422,773,putative membrane transport protein,not required
STMMW_39821,yihP,4249994,4251376,-1,1530,0.339840925524223,1383,470,putative membrane permease,not required
STMMW_39831,yihQ,4251422,4253458,-1,3133,0.404025527736868,2037,823,putative glycosyl hydrolase,not required
STMMW_39841,yihR,4253502,4254359,-1,1324,0.420745920745921,858,361,conserved hypothetical protein,not required
STMMW_39851,yihS,4254363,4255604,-1,2225,0.411433172302738,1242,511,conserved hypothetical protein,not required
STMMW_39861,yihT,4255620,4256498,-1,588,0.242320819112628,879,213,putative aldolase,not required
STMMW_39871,yihU,4256521,4257417,-1,1198,0.372352285395764,897,334,putative oxidoreductase,not required
STMMW_39881,yihV,4257582,4258478,1,777,0.250836120401338,897,225,putative sugar kinase,not required
STMMW_39891,yihW,4258512,4259315,1,349,0.203980099502488,804,164,putative deoR-family transcriptional regulator,not required
STMMW_39901,yihX,4259506,4260105,1,403,0.248333333333333,600,149,putative haloacid dehalogenase-like hydrolase,not required
STMMW_39911,rbn,4260099,4260971,1,1101,0.331042382588774,873,289,ribonuclease BN,not required
STMMW_39921,yihZ,4260968,4261405,1,440,0.276255707762557,438,121,conserved hypothetical protein,not required
STMMW_39931,yiiD,4261402,4262391,1,851,0.303030303030303,990,300,putative acetyltransferase,not required
STMMW_39941,STMMW_39941,4262406,4262852,-1,170,0.172259507829978,447,77,conserved hypothetical protein,not required
