## Thu Feb  2 18:08:01 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
SL1344_0002	90371.CY43_00005	0.0	1596.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1MW3H@1224|Proteobacteria,1RN1G@1236|Gammaproteobacteria,3ZK6B@590|Salmonella	1236|Gammaproteobacteria	E	ACT domain	thrA	GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006566,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009088,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iECDH1ME8569_1439.ECDH1ME8569_0002,iEcDH1_1363.EcDH1_3594,iSFV_1184.SFV_0001	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
SL1344_3370	90371.CY43_17720	6.49e-110	318.0	COG0551@1|root,COG0551@2|Bacteria,1MX2E@1224|Proteobacteria,1RQ85@1236|Gammaproteobacteria,3ZKVU@590|Salmonella	1236|Gammaproteobacteria	L	Topoisomerase DNA binding C4 zinc finger	yrdD	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0003916,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016043,GO:0016853,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K07479	-	-	-	-	ko00000	-	-	-	zf-C4_Topoisom
SL1344_3371	220341.16505185	3.15e-108	311.0	COG2922@1|root,COG2922@2|Bacteria,1RD5F@1224|Proteobacteria,1S43X@1236|Gammaproteobacteria,3ZJ4R@590|Salmonella	1236|Gammaproteobacteria	S	Protein of unknown function (DUF494)	smg	-	-	ko:K03747	-	-	-	-	ko00000	-	-	-	DUF494
SL1344_3372	90371.CY43_17730	1.33e-274	750.0	COG0758@1|root,COG0758@2|Bacteria,1MVF6@1224|Proteobacteria,1RPJE@1236|Gammaproteobacteria,3ZIYA@590|Salmonella	1236|Gammaproteobacteria	LU	DNA recombination-mediator protein A	smf	GO:0008150,GO:0009292,GO:0009294,GO:0009987,GO:0044764,GO:0051704	-	ko:K04096	-	-	-	-	ko00000	-	-	-	DNA_processg_A
SL1344_3373	90371.CY43_17735	2.16e-114	328.0	COG0242@1|root,COG0242@2|Bacteria,1RA2P@1224|Proteobacteria,1S247@1236|Gammaproteobacteria,3ZJMW@590|Salmonella	1236|Gammaproteobacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006464,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0008270,GO:0008463,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0034641,GO:0034645,GO:0036211,GO:0042586,GO:0043021,GO:0043022,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0043686,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046872,GO:0046914,GO:0071704,GO:1901564,GO:1901566,GO:1901576	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
SL1344_3374	90371.CY43_17740	1.97e-228	629.0	COG0223@1|root,COG0223@2|Bacteria,1MU4Q@1224|Proteobacteria,1RP1T@1236|Gammaproteobacteria,3ZK53@590|Salmonella	1236|Gammaproteobacteria	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	GO:0003674,GO:0003824,GO:0004479,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006418,GO:0006431,GO:0006464,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019752,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c37050,iECUMN_1333.ECUMN_3761,ic_1306.c4048	Formyl_trans_C,Formyl_trans_N
SL1344_3375	90371.CY43_17745	0.0	878.0	COG0144@1|root,COG0781@1|root,COG0144@2|Bacteria,COG0781@2|Bacteria,1MWPE@1224|Proteobacteria,1RN8X@1236|Gammaproteobacteria,3ZJIZ@590|Salmonella	1236|Gammaproteobacteria	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	sun	GO:0000154,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0019219,GO:0019222,GO:0022613,GO:0031167,GO:0031323,GO:0031326,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070475,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0140098,GO:0140102,GO:1901360,GO:1901363,GO:1903506,GO:2000112,GO:2001141	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N,NusB
SL1344_3376	1197719.A464_3485	0.0	879.0	COG0569@1|root,COG0569@2|Bacteria,1MW8R@1224|Proteobacteria,1RNVQ@1236|Gammaproteobacteria,3ZKK8@590|Salmonella	1236|Gammaproteobacteria	P	TrkA-N domain	trkA	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015672,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	iE2348C_1286.E2348C_3552	TrkA_C,TrkA_N
SL1344_3377	220341.16505179	2.33e-89	262.0	COG1970@1|root,COG1970@2|Bacteria,1RHG8@1224|Proteobacteria,1S3PD@1236|Gammaproteobacteria,3ZM94@590|Salmonella	1236|Gammaproteobacteria	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	mscL	GO:0003674,GO:0005215,GO:0005216,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008361,GO:0008381,GO:0009987,GO:0009992,GO:0015075,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022803,GO:0022836,GO:0022838,GO:0022857,GO:0030104,GO:0031224,GO:0031226,GO:0032535,GO:0034220,GO:0042592,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066	-	ko:K03282	-	-	-	-	ko00000,ko02000	1.A.22.1	-	-	MscL
SL1344_3378	35703.DQ02_06675	7.83e-42	138.0	COG3036@1|root,COG3036@2|Bacteria,1N709@1224|Proteobacteria,1SDRD@1236|Gammaproteobacteria,3WYU7@544|Citrobacter	1236|Gammaproteobacteria	S	Domain of unknown function	arfA	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006412,GO:0006414,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0019222,GO:0019538,GO:0019843,GO:0031323,GO:0031326,GO:0032268,GO:0034248,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044877,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0072344,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112	-	ko:K09890	-	-	-	-	ko00000,ko03012	-	-	-	DUF331
SL1344_3379	90371.CY43_17760	1.19e-93	273.0	COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1SA5G@1236|Gammaproteobacteria,3ZM6M@590|Salmonella	1236|Gammaproteobacteria	K	MerR, DNA binding	zntR	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K08365,ko:K13638	-	-	-	-	ko00000,ko03000	-	-	-	MerR,MerR-DNA-bind,MerR_1
SL1344_3380	90371.CY43_17765	2.45e-86	253.0	2D7FD@1|root,32TNY@2|Bacteria,1NAHU@1224|Proteobacteria,1S9DD@1236|Gammaproteobacteria,3ZMC2@590|Salmonella	1236|Gammaproteobacteria	S	Domain of unknown function (DUF1992)	yhdN	-	-	-	-	-	-	-	-	-	-	-	DUF1992
SL1344_3381	220341.16505176	3.29e-82	243.0	COG0203@1|root,COG0203@2|Bacteria,1RCWN@1224|Proteobacteria,1S3QK@1236|Gammaproteobacteria,3ZM5R@590|Salmonella	1236|Gammaproteobacteria	J	Ribosomal protein L17	rplQ	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02879	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L17
SL1344_3382	1114922.CIFAM_27_00320	5.46e-233	641.0	COG0202@1|root,COG0202@2|Bacteria,1MU75@1224|Proteobacteria,1RMU3@1236|Gammaproteobacteria,3WW1W@544|Citrobacter	1236|Gammaproteobacteria	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0046983,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
SL1344_3383	1114922.CIFAM_27_00310	5.27e-140	396.0	COG0522@1|root,COG0522@2|Bacteria,1MW0U@1224|Proteobacteria,1RQ38@1236|Gammaproteobacteria,3WX0C@544|Citrobacter	1236|Gammaproteobacteria	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	GO:0000028,GO:0000900,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006412,GO:0006417,GO:0006446,GO:0006450,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0015935,GO:0016043,GO:0016070,GO:0017148,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030371,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031554,GO:0031564,GO:0032268,GO:0032269,GO:0032270,GO:0032774,GO:0032991,GO:0034248,GO:0034249,GO:0034250,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043244,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045182,GO:0045727,GO:0045903,GO:0045947,GO:0046483,GO:0046677,GO:0048027,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0060255,GO:0065003,GO:0065007,GO:0065008,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090079,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:1990145,GO:1990904,GO:2000112,GO:2000113,GO:2001141	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
SL1344_3384	1006000.GKAS_02832	3.65e-75	225.0	COG0100@1|root,COG0100@2|Bacteria,1RD0A@1224|Proteobacteria,1S3Q2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
SL1344_3385	1197719.A464_3493	8.36e-74	221.0	COG0099@1|root,COG0099@2|Bacteria,1RD1G@1224|Proteobacteria,1S3NX@1236|Gammaproteobacteria,3ZMB8@590|Salmonella	1236|Gammaproteobacteria	J	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	rpsM	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0022613,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02952	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S13
SL1344_3386	1005994.GTGU_03003	3.7e-19	77.8	COG0257@1|root,COG0257@2|Bacteria,1NGEI@1224|Proteobacteria,1SGC9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L36
SL1344_3387	1080067.BAZH01000032_gene2662	3.97e-311	848.0	COG0201@1|root,COG0201@2|Bacteria,1MVU7@1224|Proteobacteria,1RNJV@1236|Gammaproteobacteria,3WVI5@544|Citrobacter	1236|Gammaproteobacteria	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently	secY	GO:0002790,GO:0003674,GO:0005048,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006616,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0031522,GO:0032940,GO:0032978,GO:0032991,GO:0033036,GO:0033218,GO:0033365,GO:0034613,GO:0042277,GO:0042886,GO:0042887,GO:0043952,GO:0044425,GO:0044459,GO:0044464,GO:0045047,GO:0045184,GO:0046903,GO:0046907,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061024,GO:0065002,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0071944,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:1904680	-	ko:K03076	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5	-	-	SecY
SL1344_3388	1114922.CIFAM_27_00270	1.26e-85	253.0	COG0200@1|root,COG0200@2|Bacteria,1RDC8@1224|Proteobacteria,1S3P6@1236|Gammaproteobacteria,3WY82@544|Citrobacter	1236|Gammaproteobacteria	J	binds to the 23S rRNA	rplO	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
