seq,start,end,strand,locus_tag,com_id,type,description,locus_tag,WT_INPUT_R1,WT_INPUT_R2,WT_INPUT_R3,WT_OUTPUT_R1,WT_OUTPUT_R2,WT_OUTPUT_R3,WT_INPUT_R4,WT_OUTPUT_R4,WT_INPUT_R5,WT_OUTPUT_R5,WT_INPUT_R6,WT_OUTPUT_R6,WT_INPUT_R7,WT_OUTPUT_R7,WT_INPUT_R8,WT_OUTPUT_R8,WT_INPUT_R9,WT_OUTPUT_R9
FQ312003.1,3367166,3367994,-1,SL1344_3157,cpdA,CDS,"cyclic 3',5'-adenosine monophosphate phosphodiesterase",SL1344_3157,1245,869,640,1668,705,629,660,645,617,636,740,454,649,725,854,917,722,657
FQ312003.1,3368018,3368441,-1,SL1344_3158,yqiB,CDS,conserved hypothetical protein,SL1344_3158,330,233,164,319,174,147,173,166,161,150,138,129,165,150,298,228,200,137
FQ312003.1,3368437,3369070,-1,SL1344_3159,nudF,CDS,conserved hypothetical protein,SL1344_3159,1218,920,789,1119,496,604,857,539,662,698,905,346,909,678,938,724,814,530
FQ312003.1,3369270,3370746,1,SL1344_3160,tolC,CDS,outer membrane protein TolC precursor,SL1344_3160,2381,1436,1076,1241,464,553,1242,837,1012,793,1457,643,1027,829,1320,1165,1162,883
FQ312003.1,3370958,3371630,1,SL1344_3161,ygiB,CDS,possible lipoprotein,SL1344_3161,959,694,570,782,414,426,721,472,559,472,631,262,579,485,695,496,747,514
FQ312003.1,3371635,3372799,1,SL1344_3162,ygiC,CDS,conserved hypothetical protein,SL1344_3162,1342,1155,995,1113,610,690,906,680,797,721,1126,496,1006,772,1310,912,1196,719
FQ312003.1,3372860,3373691,-1,SL1344_3163,ygiD,CDS,conserved hypothetical protein,SL1344_3163,551,509,366,537,248,305,430,342,352,291,379,183,422,346,487,351,433,309
FQ312003.1,3373789,3374563,1,SL1344_3164,ygiE,CDS,hypothetical membrane protein,SL1344_3164,918,700,590,760,388,527,633,458,474,517,644,298,655,533,753,620,627,550
FQ312003.1,3375205,3377002,1,SL1344_3165,assT,CDS,probable arylsulfate sulfotransferase,SL1344_3165,1731,3696,2973,1337,1842,2373,2211,1735,1987,1725,2495,1120,2383,1909,2340,1821,2260,1713
FQ312003.1,3377021,3377693,1,SL1344_3166,SL1344_3166,CDS,disulfide isomerase,SL1344_3166,1347,1581,1371,983,800,1032,1203,871,1062,914,1268,505,1201,854,1363,1009,1156,888
FQ312003.1,3377707,3378385,1,SL1344_3167,SL1344_3167,CDS,disulfide oxidoreductase,SL1344_3167,950,819,756,713,484,620,831,574,674,519,814,323,903,606,873,645,826,596
FQ312003.1,3378555,3379209,-1,SL1344_3168,ribB,CDS,"3,4-dihydroxy-2-butanone 4-phosphate synthase",SL1344_3168,32,17,13,21,3,11,27,15,12,17,16,9,13,5,15,23,17,8
FQ312003.1,3379645,3379945,1,SL1344_3169,yqiC,CDS,conserved hypothetical protein,SL1344_3169,6,5,4,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0
FQ312003.1,3380018,3380228,-1,SL1344_3170,glgS,CDS,glycogen synthesis protein GlgS,SL1344_3170,229,179,190,212,105,114,199,140,152,150,144,60,212,103,205,142,256,130
FQ312003.1,3380485,3381106,1,SL1344_3171,SL1344_3171,CDS,hypothetical membrane protein,SL1344_3171,682,561,461,634,337,383,483,420,434,403,575,252,600,451,615,450,637,418
FQ312003.1,3381124,3382804,1,SL1344_3172,yqiK,CDS,hypothetical exported protein,SL1344_3172,1110,910,850,1025,499,627,795,612,719,609,860,415,881,696,1072,718,996,686
FQ312003.1,3383263,3384697,-1,SL1344_3173,rfaE,CDS,ADP-heptose synthase,SL1344_3173,91,47,56,1,0,3,34,1,27,3,58,3,21,0,53,4,40,4
FQ312003.1,3384744,3387588,-1,SL1344_3174,glnE,CDS,adenyl-transferase,SL1344_3174,2331,1596,1348,1830,781,1037,1398,1103,1406,1240,1902,689,1680,1148,1847,1392,1868,1084
FQ312003.1,3387705,3389007,-1,SL1344_3175,ygiF,CDS,conserved hypothetical protein,SL1344_3175,1276,895,729,1169,464,623,810,516,686,594,915,407,911,618,901,726,871,572
FQ312003.1,3389248,3389863,1,SL1344_3176,ygiM,CDS,hypothetical signal transduction protein,SL1344_3176,852,519,451,668,316,394,514,388,486,360,600,257,520,383,687,419,574,420
FQ312003.1,3389925,3391167,1,SL1344_3177,cca,CDS,tRNA nucleotidyltransferase,SL1344_3177,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1
FQ312003.1,3391271,3392096,-1,SL1344_3178,bacA,CDS,bacitracin resistance protein (hypothetical undecaprenol kinase),SL1344_3178,828,622,539,756,322,418,630,335,491,461,626,271,575,496,742,605,579,397
FQ312003.1,3392190,3392553,-1,SL1344_3179,folB,CDS,dihydroneopterin aldolase,SL1344_3179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,3392656,3393268,1,SL1344_3180,ygiH,CDS,hypothetical membrane protein,SL1344_3180,296,226,229,332,116,224,286,217,239,229,279,164,319,212,263,294,282,209
FQ312003.1,3394759,3394975,1,SL1344_3183,rpsU,CDS,30S ribosomal subunit protein S21,SL1344_3183,5,4,9,12,3,0,0,0,7,0,0,2,1,1,12,0,0,0
FQ312003.1,3395210,3396956,1,SL1344_3184,dnaG,CDS,DNA primase,SL1344_3184,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FQ312003.1,3397105,3398953,1,SL1344_3185,rpoD,CDS,RNA polymerase sigma-70 factor,SL1344_3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FQ312003.1,3399076,3399583,-1,SL1344_3186,mug,CDS,G/U mismatch-specific DNA glycosylase,SL1344_3186,992,808,629,792,476,528,666,453,631,552,673,344,643,553,816,620,816,564
FQ312003.1,3399863,3400631,-1,SL1344_3187,yqjH,CDS,conserved hypothetical protein,SL1344_3187,212,197,173,205,114,134,172,169,168,188,249,102,174,168,244,150,170,147
FQ312003.1,3400862,3401510,1,SL1344_3188,yqjI,CDS,conserved hypothetical protein,SL1344_3188,289,282,287,332,178,232,216,218,209,235,311,150,252,217,360,249,241,171
FQ312003.1,3401506,3403072,-1,SL1344_3189,SL1344_3189,CDS,methyl-accepting chemotaxis protein II,SL1344_3189,1689,1786,1624,1340,992,1148,1386,1058,1299,1123,1540,639,1545,1120,1678,1236,1379,1015
FQ312003.1,3403459,3404980,-1,SL1344_3190,aer,CDS,aerotaxis receptor protein,SL1344_3190,1703,1354,1126,1476,713,961,1249,878,1141,965,1327,568,1307,996,1411,1111,1524,972
FQ312003.1,3405499,3406789,1,SL1344_3191,oat,CDS,probable aminotransferase,SL1344_3191,1359,873,774,1067,467,631,1023,723,825,669,946,454,1127,720,1138,712,1188,708
FQ312003.1,3406959,3408978,1,SL1344_3192,fadH,CDS,"2,4-dienoyl-CoA reductase [NADPH] (ec 1.3.1.34) (2,4-dienoyl coenzyme A reductase)",SL1344_3192,1022,831,641,830,362,515,543,456,552,539,768,298,712,550,700,551,795,562
FQ312003.1,3409058,3410195,-1,SL1344_3193,ygjO,CDS,conserved hypothetical protein,SL1344_3193,550,381,367,482,195,296,366,214,348,307,425,180,445,381,400,371,415,288
FQ312003.1,3410418,3410778,1,SL1344_3194,ygjP,CDS,conserved hypothetical protein,SL1344_3194,197,126,152,188,88,86,165,121,114,79,129,76,143,122,173,141,127,112
FQ312003.1,3410929,3411622,1,SL1344_3195,ygjQ,CDS,conserved hypothetical protein,SL1344_3195,769,692,592,714,285,416,652,394,520,384,644,282,534,454,565,554,662,483
FQ312003.1,3411710,3412709,1,SL1344_3196,ygjR,CDS,possible oxidoreductase,SL1344_3196,1235,793,765,1019,448,569,692,569,644,564,810,336,863,574,933,705,876,578
FQ312003.1,3412981,3413950,1,SL1344_3197,ygjT,CDS,possible drug efflux protein,SL1344_3197,1476,1143,887,1200,535,691,1059,742,849,724,1025,453,941,832,1213,904,1166,788
FQ312003.1,3414204,3415449,1,SL1344_3198,ygjU,CDS,probable membrane transport protein,SL1344_3198,1054,791,648,941,411,513,699,629,623,464,686,373,763,567,893,692,843,554
FQ312003.1,3415898,3416561,1,SL1344_3199,yqjA,CDS,hypothetical membrane protein,SL1344_3199,435,322,286,370,153,273,460,298,359,337,402,190,384,317,413,347,522,336
FQ312003.1,3416564,3416948,1,SL1344_3200,yqjB,CDS,hypothetical exported protein,SL1344_3200,189,152,174,155,64,106,119,122,111,76,138,71,133,106,199,111,135,103
FQ312003.1,3417092,3417461,1,SL1344_3201,yqjC,CDS,hypothetical exported protein,SL1344_3201,536,338,349,399,243,240,308,230,307,319,445,143,306,234,444,338,512,272
FQ312003.1,3417810,3418209,1,SL1344_3202,yqjE,CDS,hypothetical membrane protein,SL1344_3202,443,281,250,330,182,220,288,228,286,239,247,151,263,210,356,258,299,222
FQ312003.1,3418205,3418505,1,SL1344_3203,yqjK,CDS,conserved hypothetical protein,SL1344_3203,289,202,178,320,119,153,198,189,187,219,229,78,183,144,239,177,232,160
FQ312003.1,3418649,3419135,1,SL1344_3204,yqjF,CDS,hypothetical membrane protein,SL1344_3204,220,181,135,211,108,100,157,92,165,123,154,87,198,108,167,103,186,116
FQ312003.1,3419202,3420189,1,SL1344_3205,yqjG,CDS,conserved hypothetical protein,SL1344_3205,1203,1053,926,938,544,779,945,746,754,699,964,455,1030,655,988,761,974,667
FQ312003.1,3420312,3420678,1,SL1344_3206,yhaH,CDS,hypothetical membrane protein,SL1344_3206,463,384,344,429,210,240,285,236,310,265,344,141,366,273,463,270,354,258
FQ312003.1,3420716,3421613,-1,SL1344_3207,yhaJ,CDS,possible LysR-family transcriptional regulator,SL1344_3207,1726,1241,946,1513,729,864,1190,940,962,1026,1299,545,1280,961,1410,1128,1179,1004
FQ312003.1,3421717,3422419,1,SL1344_3208,yhaK,CDS,conserved hypothetical protein,SL1344_3208,530,541,421,594,276,358,434,317,396,360,495,196,410,351,543,412,605,354
FQ312003.1,3422475,3422607,1,SL1344_3209,yhaL,CDS,conserved hypothetical protein,SL1344_3209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FQ312003.1,3422719,3424030,-1,SL1344_3210,yhaN,CDS,conserved hypothetical protein,SL1344_3210,1103,963,770,975,464,589,872,670,716,723,942,425,923,688,1054,769,836,747
FQ312003.1,3424055,3425387,-1,SL1344_3211,yhaO,CDS,hypothetical membrane transport protein,SL1344_3211,1471,1579,1205,1304,852,975,1336,868,1201,987,1342,582,1320,1017,1478,1128,1371,994
FQ312003.1,3425702,3427067,-1,SL1344_3212,tdcG,CDS,L-serine dehydratase,SL1344_3212,1453,1091,957,1183,560,685,899,672,868,720,1040,467,1064,623,1171,801,1056,729
FQ312003.1,3427136,3429431,-1,SL1344_3213,tdcE,CDS,probable formate acetyltransferase,SL1344_3213,1941,1686,1365,1524,805,1162,1456,964,1231,1157,1460,675,1480,1127,1562,1198,1654,1031
FQ312003.1,3429464,3430673,-1,SL1344_3214,tdcD,CDS,propionate kinase,SL1344_3214,1278,1970,1599,936,972,1225,1361,995,1251,989,1424,640,1516,1069,1602,1094,1286,1025
FQ312003.1,3430738,3432070,-1,SL1344_3215,tdcC,CDS,threonine/serine transporter,SL1344_3215,1853,1875,1529,1570,990,1283,1542,1088,1412,1148,1519,663,1429,1330,1716,1237,1813,1148
FQ312003.1,3432090,3433080,-1,SL1344_3216,tdcB,CDS,catabolic threonine dehydratase,SL1344_3216,352,1805,1449,273,950,1056,761,547,715,514,740,342,666,466,777,490,646,499
FQ312003.1,3433177,3434116,-1,SL1344_3217,tdcA,CDS,TDC operon transcriptional activator,SL1344_3217,2556,2873,2551,2127,1582,2027,2249,1656,2077,1643,2537,1012,2307,2057,2593,2152,2625,1783
FQ312003.1,3435914,3437060,-1,SL1344_3220,garK,CDS,conserved hypothetical protein,SL1344_3220,759,642,521,631,297,370,531,419,536,430,533,227,602,408,521,426,623,398
FQ312003.1,3437157,3438048,-1,SL1344_3221,garRb,CDS,2-hydroxy-3-oxopropionate reductase,SL1344_3221,681,617,509,635,311,385,525,427,446,366,635,220,458,480,714,471,593,432
FQ312003.1,3438073,3438790,-1,SL1344_3222,garL,CDS,5-keto-4-deoxy-D-glucarate aldolase,SL1344_3222,823,746,601,666,428,584,650,466,568,482,649,323,721,470,656,559,626,501
FQ312003.1,3439373,3440945,1,SL1344_3223,garD,CDS,D-galactarate dehydratase,SL1344_3223,2155,2173,1996,1700,1179,1586,1561,1248,1542,1532,2061,948,1835,1466,1893,1544,1996,1463
FQ312003.1,3441184,3442132,-1,SL1344_3224,SL1344_3224,CDS,probable carbohydrate kinase,SL1344_3224,1135,917,841,867,468,648,758,650,669,579,818,399,806,669,877,775,953,682
FQ312003.1,3442142,3442976,-1,SL1344_3225,agaR,CDS,hypothetical transcriptional repressor,SL1344_3225,734,605,632,621,305,387,719,520,573,502,699,345,797,617,712,645,739,517
FQ312003.1,3443309,3444164,1,SL1344_3226,gatY,CDS,tagatose-bisphosphate aldolase,SL1344_3226,2561,2201,1830,2102,1159,1518,1942,1344,1677,1485,2047,880,2099,1660,2217,1838,2137,1510
FQ312003.1,3444174,3445089,1,SL1344_3227,SL1344_3227,CDS,hypothetical fructose-1-phosphate kinase,SL1344_3227,326,1186,1017,277,636,831,564,327,548,422,583,267,406,483,559,410,503,433
FQ312003.1,3445115,3446543,1,SL1344_3228,SL1344_3228,CDS,PTS system fructose-specific EIIbc component,SL1344_3228,1037,1048,753,712,565,718,820,585,753,611,835,353,774,681,928,695,815,618
FQ312003.1,3446529,3447336,1,SL1344_3229,SL1344_3229,CDS,PTS-transport family phosphoryl transfer protein,SL1344_3229,555,477,361,505,223,359,461,243,328,319,422,212,467,330,555,411,529,285
FQ312003.1,3447533,3448805,1,SL1344_3230,SL1344_3230,CDS,hypothetical sugar kinase,SL1344_3230,507,381,269,409,197,231,293,253,350,267,453,143,390,278,302,325,345,289
FQ312003.1,3448819,3449284,1,SL1344_3231,gatA,CDS,"PTS system, galactitol-specific IIA component",SL1344_3231,165,126,111,135,49,72,66,58,91,96,116,38,80,70,92,67,83,60
FQ312003.1,3449314,3449599,1,SL1344_3232,gatB,CDS,"PTS system, galactitol-specific IIB component",SL1344_3232,86,56,40,82,15,46,64,30,50,58,69,23,43,40,78,46,71,56
FQ312003.1,3449602,3450976,1,SL1344_3233,gatC,CDS,"PTS system, galactitol-specific IIC component",SL1344_3233,973,748,554,907,398,569,653,519,681,501,615,271,727,578,786,558,705,504
FQ312003.1,3451019,3452063,1,SL1344_3234,gatD,CDS,galactitol-1-phosphate dehydrogenase,SL1344_3234,438,316,265,374,182,185,320,238,251,243,358,121,347,214,417,246,352,227
FQ312003.1,3452173,3452947,1,SL1344_3235,gatR,CDS,galactitol utilization operon repressor,SL1344_3235,788,618,592,656,529,529,501,396,303,302,399,194,395,310,616,429,499,310
FQ312003.1,3453104,3453968,-1,SL1344_3236,yraL,CDS,conserved hypothetical protein,SL1344_3236,859,652,479,580,274,374,559,406,484,360,504,292,682,475,528,494,677,436
FQ312003.1,3454031,3456074,1,SL1344_3237,yraM,CDS,possible exported protein,SL1344_3237,1483,1217,798,1464,688,806,1001,828,885,908,1036,571,1132,912,1188,1076,1156,874
FQ312003.1,3456031,3456427,1,SL1344_3238,yraN,CDS,conserved hypothetical protein,SL1344_3238,145,119,118,141,69,86,112,80,110,88,168,63,125,81,146,90,113,116
FQ312003.1,3456448,3457039,1,SL1344_3239,yraO,CDS,probable phosphoheptose isomerase,SL1344_3239,808,567,532,489,255,305,411,253,388,296,421,192,560,341,450,341,419,290
FQ312003.1,3457048,3457624,1,SL1344_3240,yraP,CDS,hypothetical protein,SL1344_3240,377,341,285,436,234,221,308,253,331,243,367,161,424,267,399,250,401,264
FQ312003.1,3457690,3458359,-1,SL1344_3241,yraR,CDS,conserved hypothetical protein,SL1344_3241,1009,800,633,963,403,546,622,520,678,586,636,326,815,667,832,687,785,635
FQ312003.1,3458456,3458975,1,SL1344_3242,yhbO,CDS,conserved hypothetical protein,SL1344_3242,136,108,94,114,77,94,64,71,87,63,92,52,111,62,123,88,156,70
FQ312003.1,3458954,3459398,-1,SL1344_3243,yhbP,CDS,conserved hypothetical protein,SL1344_3243,606,399,315,464,201,248,416,239,356,298,436,187,343,275,487,345,370,311
FQ312003.1,3459435,3459753,1,SL1344_3244,yhbQ,CDS,conserved hypothetical protein,SL1344_3244,46,37,36,35,10,19,24,34,26,27,2,12,30,20,50,13,34,20
FQ312003.1,3459739,3460243,-1,SL1344_3245,yhbS,CDS,hypothetical acetyltransferase,SL1344_3245,485,338,412,482,193,310,367,316,297,314,486,211,405,368,488,441,506,365
FQ312003.1,3460236,3460761,-1,SL1344_3246,yhbT,CDS,conserved hypothetical protein,SL1344_3246,185,119,150,133,111,119,170,81,108,110,152,86,147,131,153,132,137,114
FQ312003.1,3460977,3461973,1,SL1344_3247,yhbU,CDS,hypothetical protease,SL1344_3247,555,485,339,362,248,357,456,358,372,353,432,205,474,364,521,375,512,350
FQ312003.1,3461981,3462860,1,SL1344_3248,yhbV,CDS,conserved hypothetical protein,SL1344_3248,846,650,537,673,324,479,633,482,513,457,672,295,609,453,745,523,642,481
FQ312003.1,3463037,3464045,1,SL1344_3249,yhbW,CDS,possible monooxygenase,SL1344_3249,1124,884,693,881,369,588,751,543,639,574,764,328,655,546,945,663,751,521
FQ312003.1,3464022,3464742,-1,SL1344_3250,SL1344_3250,CDS,hypothetical membrane protein,SL1344_3250,197,365,305,139,200,261,233,232,298,216,261,128,318,307,318,257,279,207
FQ312003.1,3464900,3465431,1,SL1344_3251,SL1344_3251,CDS,hypothetical conserved hypothetical protein,SL1344_3251,31,534,438,48,230,324,87,99,129,99,117,61,140,167,102,83,143,90
FQ312003.1,3465491,3466652,-1,SL1344_3252,mtr,CDS,probable amino acid permease,SL1344_3252,589,460,295,580,241,367,398,353,371,342,374,222,400,330,486,456,470,370
FQ312003.1,3466889,3468779,-1,SL1344_3253,deaD,CDS,ATP-dependent RNA helicase (dead-box protein),SL1344_3253,1382,887,742,1456,702,748,619,505,522,538,707,410,723,609,703,642,594,443
FQ312003.1,3468771,3468852,-1,SL1344_3253A,yrbN,CDS,conserved sORF,SL1344_3253A,16,16,5,20,6,12,9,6,6,10,7,5,23,6,5,19,13,19
FQ312003.1,3468957,3469842,-1,SL1344_3254,nlpI,CDS,conserved hypothetical protein,SL1344_3254,555,385,323,676,240,289,212,281,303,287,342,211,329,296,438,311,319,252
FQ312003.1,3469951,3472087,-1,SL1344_3255,pnp,CDS,polynucleotide phosphorylase,SL1344_3255,1521,908,832,1420,616,749,727,614,527,600,668,325,624,736,748,693,817,898
FQ312003.1,3472328,3472598,-1,SL1344_3256,rpsO,CDS,30S ribosomal subunit protein S15,SL1344_3256,24,20,7,21,9,5,6,4,2,2,14,1,1,2,9,11,0,5
FQ312003.1,3472748,3473693,-1,SL1344_3257,truB,CDS,tRNA pseudouridine 55 synthase (psi55 synthase) (p35 protein),SL1344_3257,1307,946,838,1371,534,681,645,584,640,614,915,415,690,620,781,703,873,641
FQ312003.1,3473692,3474094,-1,SL1344_3258,rbfA,CDS,ribosome-binding factor A (P15B protein),SL1344_3258,77,48,39,64,28,40,22,31,38,64,54,19,49,40,74,40,80,28
FQ312003.1,3474314,3476993,-1,SL1344_3259,infB,CDS,protein chain initiation factor 2,SL1344_3259,1,3,3,6,3,2,0,0,1,0,4,1,0,0,0,0,0,1
FQ312003.1,3477017,3478520,-1,SL1344_3260,nusA,CDS,transcription termination/antitermination L factor,SL1344_3260,45,32,48,29,9,16,46,19,45,39,68,13,65,40,63,28,55,12
FQ312003.1,3478547,3478970,-1,SL1344_3261,yhbC,CDS,conserved hypothetical protein,SL1344_3261,10,4,11,8,2,6,2,2,2,2,0,0,0,4,5,6,0,2
FQ312003.1,3479627,3480971,1,SL1344_3262,argG,CDS,argininosuccinate synthetase,SL1344_3262,1026,831,597,513,222,264,660,298,674,290,599,155,738,323,862,270,742,185
FQ312003.1,3481056,3482121,-1,SL1344_3263,SL1344_3263,CDS,conserved hypothetical protein,SL1344_3263,1870,1361,1146,1508,686,937,1292,873,1088,887,1220,569,1222,953,1496,1213,1495,1041
FQ312003.1,3482556,3482889,-1,SL1344_3264,secG,CDS,protein-export membrane protein,SL1344_3264,374,287,198,418,148,205,196,169,157,312,269,122,274,226,254,232,235,222
FQ312003.1,3483111,3484449,-1,SL1344_3265,glmM,CDS,PGM/PMM-family protein,SL1344_3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FQ312003.1,3484441,3485290,-1,SL1344_3266,folP,CDS,dihydropteroate synthase,SL1344_3266,832,588,494,721,321,430,607,456,517,468,489,239,478,476,575,554,666,499
FQ312003.1,3485436,3485895,-1,SL1344_3267,tnpA_1c,CDS,transposase,SL1344_3267,467,516,452,354,303,336,395,327,358,308,445,197,451,317,436,351,520,296
FQ312003.1,3486105,3488040,-1,SL1344_3268,ftsH,CDS,cell division protein,SL1344_3268,49,83,47,41,19,17,20,22,29,18,42,9,47,17,59,15,16,17
FQ312003.1,3488143,3488770,-1,SL1344_3269,ftsJ,CDS,cell division protein,SL1344_3269,14,16,22,15,4,8,12,7,5,0,7,1,14,2,10,10,16,15
FQ312003.1,3488896,3489190,1,SL1344_3270,yhbY,CDS,conserved hypothetical protein,SL1344_3270,137,38,53,113,75,54,90,62,56,59,90,26,54,57,107,47,102,61
FQ312003.1,3489345,3489822,-1,SL1344_3271,greA,CDS,transcription elongation factor,SL1344_3271,1105,854,635,1228,485,505,616,537,569,574,837,334,666,683,831,663,665,478
FQ312003.1,3490069,3491503,1,SL1344_3272,dacB,CDS,Penicillin-binding protein (D-alanyl-D-alanine carboxypeptidase),SL1344_3272,580,452,331,521,216,275,436,293,346,336,518,176,375,317,483,343,506,333
FQ312003.1,3491634,3492807,-1,SL1344_3273,obgE,CDS,probable GTP-binding protein,SL1344_3273,41,44,37,53,24,36,18,30,21,21,29,22,30,21,26,33,18,14
FQ312003.1,3492822,3493833,-1,SL1344_3274,yhbE,CDS,hypothetical membrane protein,SL1344_3274,1373,932,855,1082,536,615,935,605,688,610,854,414,827,692,998,717,1004,720
FQ312003.1,3494763,3495735,1,SL1344_3277,ispB,CDS,octaprenyl-diphosphate synthase,SL1344_3277,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,3495966,3496254,1,SL1344_3278,nlp,CDS,Ner-like regulatory protein,SL1344_3278,348,221,209,278,117,118,114,139,169,151,184,77,213,151,221,177,267,154
FQ312003.1,3496311,3497571,-1,SL1344_3279,murA,CDS,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SL1344_3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FQ312003.1,3497624,3497918,-1,SL1344_3280,yrbA,CDS,conserved hypothetical protein,SL1344_3280,276,191,194,235,116,121,153,133,161,132,141,58,134,122,211,135,174,107
FQ312003.1,3498066,3498363,-1,SL1344_3281,yrbB,CDS,possible anti-sigma factor antagonist,SL1344_3281,239,199,171,239,89,174,222,160,180,138,253,122,221,197,223,185,261,215
FQ312003.1,3498362,3498998,-1,SL1344_3282,yrbC,CDS,possible exported protein,SL1344_3282,515,473,393,539,229,282,526,406,371,399,441,204,488,445,580,510,601,428
FQ312003.1,3499016,3499568,-1,SL1344_3283,yrbD,CDS,possible exported protein,SL1344_3283,362,223,197,257,99,213,278,186,207,246,223,128,247,178,257,272,226,245
FQ312003.1,3499572,3500355,-1,SL1344_3284,yrbE,CDS,hypothetical membrane protein,SL1344_3284,750,501,401,530,303,397,585,448,472,439,659,282,744,453,703,469,677,472
FQ312003.1,3500362,3501175,-1,SL1344_3285,yrbF,CDS,"possible ABC-transport protein, ATP-binding component",SL1344_3285,1830,1228,1185,1388,630,974,1400,1045,1212,1120,1385,675,1622,1146,1788,1351,1799,1161
FQ312003.1,3501429,3502365,1,SL1344_3286,yrbG,CDS,hypothetical membrane protein,SL1344_3286,1035,796,638,945,408,541,720,586,626,581,823,312,752,605,814,622,913,573
FQ312003.1,3502378,3503365,1,SL1344_3287,yrbH,CDS,conserved hypothetical protein,SL1344_3287,831,577,471,560,290,390,483,413,489,490,621,254,519,491,584,458,536,481
FQ312003.1,3503385,3503952,1,SL1344_3288,yrbI,CDS,conserved hypothetical protein,SL1344_3288,426,298,253,346,179,151,270,194,211,233,191,101,236,149,345,222,318,182
FQ312003.1,3503948,3504524,1,SL1344_3289,yrbK,CDS,lipopolysaccharide transport protein,SL1344_3289,9,9,9,12,1,3,3,9,4,2,19,6,7,8,10,14,16,7
FQ312003.1,3504492,3505047,1,SL1344_3290,yhbN,CDS,conserved hypothetical protein,SL1344_3290,95,60,48,42,24,39,89,64,87,61,69,29,66,54,92,70,108,75
FQ312003.1,3505053,3505779,1,SL1344_3291,yhbG,CDS,"probable ABC transport protein, ATP-binding component",SL1344_3291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,3505826,3507260,1,SL1344_3292,rpoN,CDS,RNA polymerase sigma-54 factor (sigma-N),SL1344_3292,171,100,100,91,62,67,42,10,26,16,28,9,17,21,50,35,31,14
FQ312003.1,3507282,3507570,1,SL1344_3293,yhbH,CDS,probable sigma(54) modulation protein,SL1344_3293,94,66,67,68,42,44,40,64,90,55,92,33,59,59,92,83,119,76
FQ312003.1,3507687,3508179,1,SL1344_3294,ptsN,CDS,nitrogen regulatory IIA protein,SL1344_3294,126,98,93,80,40,32,89,41,60,46,104,32,69,32,174,59,85,46
FQ312003.1,3508224,3509079,1,SL1344_3295,yhbJ,CDS,conserved hypothetical protein,SL1344_3295,256,184,117,71,59,48,116,51,112,44,104,17,87,52,149,46,136,47
FQ312003.1,3509075,3509348,1,SL1344_3296,ptsO,CDS,phosphocarrier protein (nitrogen related hpr),SL1344_3296,395,273,197,271,141,223,301,150,202,161,236,88,307,175,261,158,279,155
FQ312003.1,3509596,3510229,1,SL1344_3297,yrbL,CDS,conserved hypothetical protein,SL1344_3297,764,548,429,675,314,401,508,339,463,351,549,226,555,405,529,504,767,446
FQ312003.1,3510303,3511032,-1,SL1344_3298,mtgA,CDS,monofunctional biosynthetic peptidoglycan transglycosylase,SL1344_3298,301,263,285,312,123,151,202,218,209,170,261,109,221,168,268,205,286,161
FQ312003.1,3511028,3511682,-1,SL1344_3299,yhbL,CDS,conserved hypothetical protein,SL1344_3299,598,340,309,454,184,231,337,272,246,294,389,135,248,222,420,324,383,283
FQ312003.1,3511908,3514245,-1,SL1344_3300,arcB,CDS,aerobic respiration control sensor protein,SL1344_3300,2273,2306,1818,2598,1662,1834,1235,893,951,836,1224,511,1564,1058,1824,1136,1614,1047
FQ312003.1,3514338,3515268,-1,SL1344_3301,yhcC,CDS,conserved hypothetical protein,SL1344_3301,575,399,333,448,230,260,399,235,306,321,424,174,414,331,523,415,452,264
FQ312003.1,3515939,3520400,1,SL1344_3302,gltB,CDS,glutamate synthase [NADPH] large chain precursor,SL1344_3302,4200,2920,2429,3841,1519,2165,2639,2189,2334,2150,2723,1393,3149,2276,3192,2511,3136,2129
FQ312003.1,3520409,3521828,1,SL1344_3303,gltD,CDS,glutamate synthase (NADPH) small chain,SL1344_3303,1138,872,786,1353,505,613,912,723,754,731,969,447,935,723,1053,798,1109,706
FQ312003.1,3522034,3523138,1,SL1344_3304,yhcG,CDS,conserved hypothetical protein,SL1344_3304,706,493,471,618,317,327,395,286,443,316,424,224,488,379,550,377,563,365
FQ312003.1,3523254,3524508,1,SL1344_3305,codB,CDS,cytosine permease,SL1344_3305,1182,948,769,1008,581,703,850,616,730,719,941,438,942,783,1102,798,1104,699
